cluster	query_uniq1	query_ORF1
mitochondria and respiration	ACT1_tsa138	YFL039C
mitochondria and respiration_GO_30_25	ACT1_tsa138	YFL039C
mitochondrion organization	ACT1_tsa138	YFL039C
mitochondrion organization_GO_30_8	ACT1_tsa138	YFL039C
mitotic cell cycle	ACT1_tsa138	YFL039C
mitotic cell cycle_GO_30_5	ACT1_tsa138	YFL039C
organelle inheritance	ACT1_tsa138	YFL039C
organelle inheritance_GO_30_2	ACT1_tsa138	YFL039C
peptidyl-amino acid modification	ACT1_tsa138	YFL039C
peptidyl-amino acid modification_GO_30_4	ACT1_tsa138	YFL039C
response to oxidative stress	ACT1_tsa138	YFL039C
response to oxidative stress_GO_30_3	ACT1_tsa138	YFL039C
site of polarized growth	ACT1_tsa138	YFL039C
site of polarized growth_GO_30_1	ACT1_tsa138	YFL039C
sporulation	ACT1_tsa138	YFL039C
sporulation_GO_30_3	ACT1_tsa138	YFL039C
vacuole organization	ACT1_tsa138	YFL039C
vacuole organization_GO_30_1	ACT1_tsa138	YFL039C
vacuoles	ACT1_tsa138	YFL039C
vacuoles_GO_30_4	ACT1_tsa138	YFL039C
all_queries	ACT1_tsa140	YFL039C
budding	ACT1_tsa140	YFL039C
budding_GO_30_1	ACT1_tsa140	YFL039C
cell budding	ACT1_tsa140	YFL039C
cell budding_GO_30_2	ACT1_tsa140	YFL039C
cell cortex	ACT1_tsa140	YFL039C
cell cortex_GO_30_3	ACT1_tsa140	YFL039C
cell cycle	ACT1_tsa140	YFL039C
cell cycle_GO_30_9	ACT1_tsa140	YFL039C
cell wall organization or biogenesis	ACT1_tsa140	YFL039C
cell wall organization or biogenesis_GO_30_1	ACT1_tsa140	YFL039C
cellular bud	ACT1_tsa140	YFL039C
cellular bud_GO_30_1	ACT1_tsa140	YFL039C
cellular response to DNA damage stimulus	ACT1_tsa140	YFL039C
cellular response to DNA damage stimulus_GO_30_4	ACT1_tsa140	YFL039C
chromatin	ACT1_tsa140	YFL039C
chromatin organization	ACT1_tsa140	YFL039C
chromatin organization_GO_30_5	ACT1_tsa140	YFL039C
chromatin_GO_30_3	ACT1_tsa140	YFL039C
chromosome	ACT1_tsa140	YFL039C
chromosome_GO_30_3	ACT1_tsa140	YFL039C
cytokinesis	ACT1_tsa140	YFL039C
cytokinesis_GO_30_1	ACT1_tsa140	YFL039C
cytoskeleton	ACT1_tsa140	YFL039C
cytoskeleton and microtubules	ACT1_tsa140	YFL039C
cytoskeleton and microtubules_GO_30_1	ACT1_tsa140	YFL039C
cytoskeleton organization	ACT1_tsa140	YFL039C
cytoskeleton organization_GO_30_2	ACT1_tsa140	YFL039C
cytoskeleton_GO_30_4	ACT1_tsa140	YFL039C
DNA repair	ACT1_tsa140	YFL039C
DNA repair_GO_30_4	ACT1_tsa140	YFL039C
endocytosis	ACT1_tsa140	YFL039C
endocytosis_GO_30_1	ACT1_tsa140	YFL039C
exocytosis	ACT1_tsa140	YFL039C
exocytosis_GO_30_1	ACT1_tsa140	YFL039C
Golgi and ER	ACT1_tsa140	YFL039C
Golgi and ER_GO_30_3	ACT1_tsa140	YFL039C
histone modification	ACT1_tsa140	YFL039C
histone modification_GO_30_2	ACT1_tsa140	YFL039C
meiotic cell cycle	ACT1_tsa140	YFL039C
meiotic cell cycle_GO_30_3	ACT1_tsa140	YFL039C
mitochondria and respiration	ACT1_tsa140	YFL039C
mitochondria and respiration_GO_30_25	ACT1_tsa140	YFL039C
mitochondrion organization	ACT1_tsa140	YFL039C
mitochondrion organization_GO_30_8	ACT1_tsa140	YFL039C
mitotic cell cycle	ACT1_tsa140	YFL039C
mitotic cell cycle_GO_30_5	ACT1_tsa140	YFL039C
organelle inheritance	ACT1_tsa140	YFL039C
organelle inheritance_GO_30_2	ACT1_tsa140	YFL039C
peptidyl-amino acid modification	ACT1_tsa140	YFL039C
peptidyl-amino acid modification_GO_30_4	ACT1_tsa140	YFL039C
response to oxidative stress	ACT1_tsa140	YFL039C
response to oxidative stress_GO_30_2	ACT1_tsa140	YFL039C
site of polarized growth	ACT1_tsa140	YFL039C
site of polarized growth_GO_30_1	ACT1_tsa140	YFL039C
sporulation	ACT1_tsa140	YFL039C
sporulation_GO_30_3	ACT1_tsa140	YFL039C
vacuole organization	ACT1_tsa140	YFL039C
vacuole organization_GO_30_1	ACT1_tsa140	YFL039C
vacuoles	ACT1_tsa140	YFL039C
vacuoles_GO_30_4	ACT1_tsa140	YFL039C
all_queries	ACT1_tsa142	YFL039C
budding	ACT1_tsa142	YFL039C
budding_GO_30_1	ACT1_tsa142	YFL039C
cell budding	ACT1_tsa142	YFL039C
cell budding_GO_30_2	ACT1_tsa142	YFL039C
cell cortex	ACT1_tsa142	YFL039C
cell cortex_GO_30_3	ACT1_tsa142	YFL039C
cell cycle	ACT1_tsa142	YFL039C
cell cycle_GO_30_13	ACT1_tsa142	YFL039C
cell wall organization or biogenesis	ACT1_tsa142	YFL039C
cell wall organization or biogenesis_GO_30_1	ACT1_tsa142	YFL039C
cellular bud	ACT1_tsa142	YFL039C
cellular bud_GO_30_1	ACT1_tsa142	YFL039C
cellular response to DNA damage stimulus	ACT1_tsa142	YFL039C
cellular response to DNA damage stimulus_GO_30_4	ACT1_tsa142	YFL039C
chromatin	ACT1_tsa142	YFL039C
chromatin organization	ACT1_tsa142	YFL039C
chromatin organization_GO_30_5	ACT1_tsa142	YFL039C
chromatin_GO_30_3	ACT1_tsa142	YFL039C
chromosome	ACT1_tsa142	YFL039C
chromosome_GO_30_3	ACT1_tsa142	YFL039C
cytokinesis	ACT1_tsa142	YFL039C
cytokinesis_GO_30_1	ACT1_tsa142	YFL039C
cytoskeleton	ACT1_tsa142	YFL039C
cytoskeleton and microtubules	ACT1_tsa142	YFL039C
cytoskeleton and microtubules_GO_30_1	ACT1_tsa142	YFL039C
cytoskeleton organization	ACT1_tsa142	YFL039C
cytoskeleton organization_GO_30_2	ACT1_tsa142	YFL039C
cytoskeleton_GO_30_3	ACT1_tsa142	YFL039C
DNA repair	ACT1_tsa142	YFL039C
DNA repair_GO_30_4	ACT1_tsa142	YFL039C
endocytosis	ACT1_tsa142	YFL039C
endocytosis_GO_30_1	ACT1_tsa142	YFL039C
exocytosis	ACT1_tsa142	YFL039C
exocytosis_GO_30_1	ACT1_tsa142	YFL039C
Golgi and ER	ACT1_tsa142	YFL039C
Golgi and ER_GO_30_10	ACT1_tsa142	YFL039C
histone modification	ACT1_tsa142	YFL039C
histone modification_GO_30_2	ACT1_tsa142	YFL039C
meiotic cell cycle	ACT1_tsa142	YFL039C
meiotic cell cycle_GO_30_3	ACT1_tsa142	YFL039C
mitochondria and respiration	ACT1_tsa142	YFL039C
mitochondria and respiration_GO_30_25	ACT1_tsa142	YFL039C
mitochondrion organization	ACT1_tsa142	YFL039C
mitochondrion organization_GO_30_8	ACT1_tsa142	YFL039C
mitotic cell cycle	ACT1_tsa142	YFL039C
mitotic cell cycle_GO_30_5	ACT1_tsa142	YFL039C
organelle inheritance	ACT1_tsa142	YFL039C
organelle inheritance_GO_30_2	ACT1_tsa142	YFL039C
peptidyl-amino acid modification	ACT1_tsa142	YFL039C
peptidyl-amino acid modification_GO_30_4	ACT1_tsa142	YFL039C
response to oxidative stress	ACT1_tsa142	YFL039C
response to oxidative stress_GO_30_3	ACT1_tsa142	YFL039C
site of polarized growth	ACT1_tsa142	YFL039C
site of polarized growth_GO_30_1	ACT1_tsa142	YFL039C
sporulation	ACT1_tsa142	YFL039C
sporulation_GO_30_3	ACT1_tsa142	YFL039C
vacuole organization	ACT1_tsa142	YFL039C
vacuole organization_GO_30_1	ACT1_tsa142	YFL039C
vacuoles	ACT1_tsa142	YFL039C
vacuoles_GO_30_4	ACT1_tsa142	YFL039C
all_queries	ACT1_tsa214	YFL039C
budding	ACT1_tsa214	YFL039C
budding_GO_30_7	ACT1_tsa214	YFL039C
cell budding	ACT1_tsa214	YFL039C
cell budding_GO_30_1	ACT1_tsa214	YFL039C
cell cortex	ACT1_tsa214	YFL039C
cell cortex_GO_30_4	ACT1_tsa214	YFL039C
cell cycle	ACT1_tsa214	YFL039C
cell cycle_GO_30_12	ACT1_tsa214	YFL039C
cell wall organization or biogenesis	ACT1_tsa214	YFL039C
cell wall organization or biogenesis_GO_30_4	ACT1_tsa214	YFL039C
cellular bud	ACT1_tsa214	YFL039C
cellular bud_GO_30_4	ACT1_tsa214	YFL039C
cellular response to DNA damage stimulus	ACT1_tsa214	YFL039C
cellular response to DNA damage stimulus_GO_30_3	ACT1_tsa214	YFL039C
chromatin	ACT1_tsa214	YFL039C
chromatin organization	ACT1_tsa214	YFL039C
chromatin organization_GO_30_6	ACT1_tsa214	YFL039C
chromatin_GO_30_6	ACT1_tsa214	YFL039C
chromosome	ACT1_tsa214	YFL039C
chromosome_GO_30_3	ACT1_tsa214	YFL039C
cytokinesis	ACT1_tsa214	YFL039C
cytoskeleton	ACT1_tsa214	YFL039C
cytoskeleton and microtubules	ACT1_tsa214	YFL039C
cytoskeleton and microtubules_GO_30_2	ACT1_tsa214	YFL039C
cytoskeleton organization	ACT1_tsa214	YFL039C
cytoskeleton organization_GO_30_3	ACT1_tsa214	YFL039C
cytoskeleton_GO_30_2	ACT1_tsa214	YFL039C
DNA repair	ACT1_tsa214	YFL039C
DNA repair_GO_30_3	ACT1_tsa214	YFL039C
endocytosis	ACT1_tsa214	YFL039C
endocytosis_GO_30_2	ACT1_tsa214	YFL039C
exocytosis	ACT1_tsa214	YFL039C
exocytosis_GO_30_2	ACT1_tsa214	YFL039C
Golgi and ER	ACT1_tsa214	YFL039C
Golgi and ER_GO_30_23	ACT1_tsa214	YFL039C
histone modification	ACT1_tsa214	YFL039C
histone modification_GO_30_2	ACT1_tsa214	YFL039C
meiotic cell cycle	ACT1_tsa214	YFL039C
meiotic cell cycle_GO_30_3	ACT1_tsa214	YFL039C
mitochondria and respiration	ACT1_tsa214	YFL039C
mitochondria and respiration_GO_30_13	ACT1_tsa214	YFL039C
mitochondrion organization	ACT1_tsa214	YFL039C
mitochondrion organization_GO_30_4	ACT1_tsa214	YFL039C
mitotic cell cycle	ACT1_tsa214	YFL039C
mitotic cell cycle_GO_30_7	ACT1_tsa214	YFL039C
organelle inheritance	ACT1_tsa214	YFL039C
organelle inheritance_GO_30_1	ACT1_tsa214	YFL039C
peptidyl-amino acid modification	ACT1_tsa214	YFL039C
response to oxidative stress	ACT1_tsa214	YFL039C
response to oxidative stress_GO_30_1	ACT1_tsa214	YFL039C
site of polarized growth	ACT1_tsa214	YFL039C
site of polarized growth_GO_30_4	ACT1_tsa214	YFL039C
sporulation	ACT1_tsa214	YFL039C
sporulation_GO_30_3	ACT1_tsa214	YFL039C
vacuole organization	ACT1_tsa214	YFL039C
vacuole organization_GO_30_3	ACT1_tsa214	YFL039C
vacuoles	ACT1_tsa214	YFL039C
vacuoles_GO_30_11	ACT1_tsa214	YFL039C
all_queries	ACT1_tsa215	YFL039C
budding	ACT1_tsa215	YFL039C
budding_GO_30_1	ACT1_tsa215	YFL039C
cell budding	ACT1_tsa215	YFL039C
cell budding_GO_30_2	ACT1_tsa215	YFL039C
cell cortex	ACT1_tsa215	YFL039C
cell cortex_GO_30_3	ACT1_tsa215	YFL039C
cell cycle	ACT1_tsa215	YFL039C
cell cycle_GO_30_13	ACT1_tsa215	YFL039C
cell wall organization or biogenesis	ACT1_tsa215	YFL039C
cell wall organization or biogenesis_GO_30_1	ACT1_tsa215	YFL039C
cellular bud	ACT1_tsa215	YFL039C
cellular bud_GO_30_1	ACT1_tsa215	YFL039C
cellular response to DNA damage stimulus	ACT1_tsa215	YFL039C
cellular response to DNA damage stimulus_GO_30_4	ACT1_tsa215	YFL039C
chromatin	ACT1_tsa215	YFL039C
chromatin organization	ACT1_tsa215	YFL039C
chromatin organization_GO_30_5	ACT1_tsa215	YFL039C
chromatin_GO_30_3	ACT1_tsa215	YFL039C
chromosome	ACT1_tsa215	YFL039C
chromosome_GO_30_3	ACT1_tsa215	YFL039C
cytokinesis	ACT1_tsa215	YFL039C
cytokinesis_GO_30_1	ACT1_tsa215	YFL039C
cytoskeleton	ACT1_tsa215	YFL039C
cytoskeleton and microtubules	ACT1_tsa215	YFL039C
cytoskeleton and microtubules_GO_30_1	ACT1_tsa215	YFL039C
cytoskeleton organization	ACT1_tsa215	YFL039C
cytoskeleton organization_GO_30_2	ACT1_tsa215	YFL039C
cytoskeleton_GO_30_3	ACT1_tsa215	YFL039C
DNA repair	ACT1_tsa215	YFL039C
DNA repair_GO_30_4	ACT1_tsa215	YFL039C
endocytosis	ACT1_tsa215	YFL039C
endocytosis_GO_30_1	ACT1_tsa215	YFL039C
exocytosis	ACT1_tsa215	YFL039C
exocytosis_GO_30_1	ACT1_tsa215	YFL039C
Golgi and ER	ACT1_tsa215	YFL039C
Golgi and ER_GO_30_10	ACT1_tsa215	YFL039C
histone modification	ACT1_tsa215	YFL039C
histone modification_GO_30_2	ACT1_tsa215	YFL039C
meiotic cell cycle	ACT1_tsa215	YFL039C
meiotic cell cycle_GO_30_3	ACT1_tsa215	YFL039C
mitochondria and respiration	ACT1_tsa215	YFL039C
mitochondria and respiration_GO_30_25	ACT1_tsa215	YFL039C
mitochondrion organization	ACT1_tsa215	YFL039C
mitochondrion organization_GO_30_8	ACT1_tsa215	YFL039C
mitotic cell cycle	ACT1_tsa215	YFL039C
mitotic cell cycle_GO_30_5	ACT1_tsa215	YFL039C
organelle inheritance	ACT1_tsa215	YFL039C
organelle inheritance_GO_30_2	ACT1_tsa215	YFL039C
peptidyl-amino acid modification	ACT1_tsa215	YFL039C
peptidyl-amino acid modification_GO_30_4	ACT1_tsa215	YFL039C
response to oxidative stress	ACT1_tsa215	YFL039C
response to oxidative stress_GO_30_3	ACT1_tsa215	YFL039C
site of polarized growth	ACT1_tsa215	YFL039C
site of polarized growth_GO_30_1	ACT1_tsa215	YFL039C
sporulation	ACT1_tsa215	YFL039C
sporulation_GO_30_3	ACT1_tsa215	YFL039C
vacuole organization	ACT1_tsa215	YFL039C
vacuole organization_GO_30_1	ACT1_tsa215	YFL039C
vacuoles	ACT1_tsa215	YFL039C
vacuoles_GO_30_4	ACT1_tsa215	YFL039C
all_queries	ACT1_tsa216	YFL039C
budding	ACT1_tsa216	YFL039C
budding_GO_30_1	ACT1_tsa216	YFL039C
cell budding	ACT1_tsa216	YFL039C
cell budding_GO_30_2	ACT1_tsa216	YFL039C
cell cortex	ACT1_tsa216	YFL039C
cell cortex_GO_30_3	ACT1_tsa216	YFL039C
cell cycle	ACT1_tsa216	YFL039C
cell cycle_GO_30_13	ACT1_tsa216	YFL039C
cell wall organization or biogenesis	ACT1_tsa216	YFL039C
cell wall organization or biogenesis_GO_30_1	ACT1_tsa216	YFL039C
cellular bud	ACT1_tsa216	YFL039C
cellular bud_GO_30_1	ACT1_tsa216	YFL039C
cellular response to DNA damage stimulus	ACT1_tsa216	YFL039C
cellular response to DNA damage stimulus_GO_30_4	ACT1_tsa216	YFL039C
chromatin	ACT1_tsa216	YFL039C
chromatin organization	ACT1_tsa216	YFL039C
chromatin organization_GO_30_5	ACT1_tsa216	YFL039C
chromatin_GO_30_3	ACT1_tsa216	YFL039C
chromosome	ACT1_tsa216	YFL039C
chromosome_GO_30_3	ACT1_tsa216	YFL039C
cytokinesis	ACT1_tsa216	YFL039C
cytokinesis_GO_30_1	ACT1_tsa216	YFL039C
cytoskeleton	ACT1_tsa216	YFL039C
cytoskeleton and microtubules	ACT1_tsa216	YFL039C
cytoskeleton and microtubules_GO_30_1	ACT1_tsa216	YFL039C
cytoskeleton organization	ACT1_tsa216	YFL039C
cytoskeleton organization_GO_30_2	ACT1_tsa216	YFL039C
cytoskeleton_GO_30_3	ACT1_tsa216	YFL039C
DNA repair	ACT1_tsa216	YFL039C
DNA repair_GO_30_4	ACT1_tsa216	YFL039C
endocytosis	ACT1_tsa216	YFL039C
endocytosis_GO_30_1	ACT1_tsa216	YFL039C
exocytosis	ACT1_tsa216	YFL039C
exocytosis_GO_30_1	ACT1_tsa216	YFL039C
Golgi and ER	ACT1_tsa216	YFL039C
Golgi and ER_GO_30_10	ACT1_tsa216	YFL039C
histone modification	ACT1_tsa216	YFL039C
histone modification_GO_30_2	ACT1_tsa216	YFL039C
meiotic cell cycle	ACT1_tsa216	YFL039C
meiotic cell cycle_GO_30_3	ACT1_tsa216	YFL039C
mitochondria and respiration	ACT1_tsa216	YFL039C
mitochondria and respiration_GO_30_25	ACT1_tsa216	YFL039C
mitochondrion organization	ACT1_tsa216	YFL039C
mitochondrion organization_GO_30_8	ACT1_tsa216	YFL039C
mitotic cell cycle	ACT1_tsa216	YFL039C
mitotic cell cycle_GO_30_5	ACT1_tsa216	YFL039C
organelle inheritance	ACT1_tsa216	YFL039C
organelle inheritance_GO_30_2	ACT1_tsa216	YFL039C
peptidyl-amino acid modification	ACT1_tsa216	YFL039C
peptidyl-amino acid modification_GO_30_4	ACT1_tsa216	YFL039C
response to oxidative stress	ACT1_tsa216	YFL039C
response to oxidative stress_GO_30_3	ACT1_tsa216	YFL039C
site of polarized growth	ACT1_tsa216	YFL039C
site of polarized growth_GO_30_1	ACT1_tsa216	YFL039C
sporulation	ACT1_tsa216	YFL039C
sporulation_GO_30_3	ACT1_tsa216	YFL039C
vacuole organization	ACT1_tsa216	YFL039C
vacuole organization_GO_30_1	ACT1_tsa216	YFL039C
vacuoles	ACT1_tsa216	YFL039C
vacuoles_GO_30_4	ACT1_tsa216	YFL039C
all_queries	ACT1_tsa219	YFL039C
budding	ACT1_tsa219	YFL039C
budding_GO_30_1	ACT1_tsa219	YFL039C
cell budding	ACT1_tsa219	YFL039C
cell budding_GO_30_2	ACT1_tsa219	YFL039C
cell cortex	ACT1_tsa219	YFL039C
cell cortex_GO_30_3	ACT1_tsa219	YFL039C
cell cycle	ACT1_tsa219	YFL039C
cell cycle_GO_30_13	ACT1_tsa219	YFL039C
cell wall organization or biogenesis	ACT1_tsa219	YFL039C
cell wall organization or biogenesis_GO_30_1	ACT1_tsa219	YFL039C
cellular bud	ACT1_tsa219	YFL039C
cellular bud_GO_30_1	ACT1_tsa219	YFL039C
cellular response to DNA damage stimulus	ACT1_tsa219	YFL039C
cellular response to DNA damage stimulus_GO_30_4	ACT1_tsa219	YFL039C
chromatin	ACT1_tsa219	YFL039C
chromatin organization	ACT1_tsa219	YFL039C
chromatin organization_GO_30_5	ACT1_tsa219	YFL039C
chromatin_GO_30_3	ACT1_tsa219	YFL039C
chromosome	ACT1_tsa219	YFL039C
chromosome_GO_30_3	ACT1_tsa219	YFL039C
cytokinesis	ACT1_tsa219	YFL039C
cytokinesis_GO_30_1	ACT1_tsa219	YFL039C
cytoskeleton	ACT1_tsa219	YFL039C
cytoskeleton and microtubules	ACT1_tsa219	YFL039C
cytoskeleton and microtubules_GO_30_1	ACT1_tsa219	YFL039C
cytoskeleton organization	ACT1_tsa219	YFL039C
cytoskeleton organization_GO_30_2	ACT1_tsa219	YFL039C
cytoskeleton_GO_30_3	ACT1_tsa219	YFL039C
DNA repair	ACT1_tsa219	YFL039C
DNA repair_GO_30_4	ACT1_tsa219	YFL039C
endocytosis	ACT1_tsa219	YFL039C
endocytosis_GO_30_1	ACT1_tsa219	YFL039C
exocytosis	ACT1_tsa219	YFL039C
exocytosis_GO_30_1	ACT1_tsa219	YFL039C
Golgi and ER	ACT1_tsa219	YFL039C
Golgi and ER_GO_30_10	ACT1_tsa219	YFL039C
histone modification	ACT1_tsa219	YFL039C
histone modification_GO_30_2	ACT1_tsa219	YFL039C
meiotic cell cycle	ACT1_tsa219	YFL039C
meiotic cell cycle_GO_30_3	ACT1_tsa219	YFL039C
mitochondria and respiration	ACT1_tsa219	YFL039C
mitochondria and respiration_GO_30_25	ACT1_tsa219	YFL039C
mitochondrion organization	ACT1_tsa219	YFL039C
mitochondrion organization_GO_30_8	ACT1_tsa219	YFL039C
mitotic cell cycle	ACT1_tsa219	YFL039C
mitotic cell cycle_GO_30_5	ACT1_tsa219	YFL039C
organelle inheritance	ACT1_tsa219	YFL039C
organelle inheritance_GO_30_2	ACT1_tsa219	YFL039C
peptidyl-amino acid modification	ACT1_tsa219	YFL039C
peptidyl-amino acid modification_GO_30_4	ACT1_tsa219	YFL039C
response to oxidative stress	ACT1_tsa219	YFL039C
response to oxidative stress_GO_30_3	ACT1_tsa219	YFL039C
site of polarized growth	ACT1_tsa219	YFL039C
site of polarized growth_GO_30_1	ACT1_tsa219	YFL039C
sporulation	ACT1_tsa219	YFL039C
sporulation_GO_30_3	ACT1_tsa219	YFL039C
vacuole organization	ACT1_tsa219	YFL039C
vacuole organization_GO_30_1	ACT1_tsa219	YFL039C
vacuoles	ACT1_tsa219	YFL039C
vacuoles_GO_30_4	ACT1_tsa219	YFL039C
all_queries	ACT1_tsa220	YFL039C
budding	ACT1_tsa220	YFL039C
budding_GO_30_1	ACT1_tsa220	YFL039C
cell budding	ACT1_tsa220	YFL039C
cell budding_GO_30_2	ACT1_tsa220	YFL039C
cell cortex	ACT1_tsa220	YFL039C
cell cortex_GO_30_3	ACT1_tsa220	YFL039C
cell cycle	ACT1_tsa220	YFL039C
cell cycle_GO_30_13	ACT1_tsa220	YFL039C
cell wall organization or biogenesis	ACT1_tsa220	YFL039C
cell wall organization or biogenesis_GO_30_1	ACT1_tsa220	YFL039C
cellular bud	ACT1_tsa220	YFL039C
cellular bud_GO_30_1	ACT1_tsa220	YFL039C
cellular response to DNA damage stimulus	ACT1_tsa220	YFL039C
cellular response to DNA damage stimulus_GO_30_4	ACT1_tsa220	YFL039C
chromatin	ACT1_tsa220	YFL039C
chromatin organization	ACT1_tsa220	YFL039C
chromatin organization_GO_30_5	ACT1_tsa220	YFL039C
chromatin_GO_30_3	ACT1_tsa220	YFL039C
chromosome	ACT1_tsa220	YFL039C
chromosome_GO_30_3	ACT1_tsa220	YFL039C
cytokinesis	ACT1_tsa220	YFL039C
cytokinesis_GO_30_1	ACT1_tsa220	YFL039C
cytoskeleton	ACT1_tsa220	YFL039C
cytoskeleton and microtubules	ACT1_tsa220	YFL039C
cytoskeleton and microtubules_GO_30_1	ACT1_tsa220	YFL039C
cytoskeleton organization	ACT1_tsa220	YFL039C
cytoskeleton organization_GO_30_2	ACT1_tsa220	YFL039C
cytoskeleton_GO_30_3	ACT1_tsa220	YFL039C
DNA repair	ACT1_tsa220	YFL039C
DNA repair_GO_30_4	ACT1_tsa220	YFL039C
endocytosis	ACT1_tsa220	YFL039C
endocytosis_GO_30_1	ACT1_tsa220	YFL039C
exocytosis	ACT1_tsa220	YFL039C
exocytosis_GO_30_1	ACT1_tsa220	YFL039C
Golgi and ER	ACT1_tsa220	YFL039C
Golgi and ER_GO_30_10	ACT1_tsa220	YFL039C
histone modification	ACT1_tsa220	YFL039C
histone modification_GO_30_2	ACT1_tsa220	YFL039C
meiotic cell cycle	ACT1_tsa220	YFL039C
meiotic cell cycle_GO_30_3	ACT1_tsa220	YFL039C
mitochondria and respiration	ACT1_tsa220	YFL039C
mitochondria and respiration_GO_30_25	ACT1_tsa220	YFL039C
mitochondrion organization	ACT1_tsa220	YFL039C
mitochondrion organization_GO_30_8	ACT1_tsa220	YFL039C
mitotic cell cycle	ACT1_tsa220	YFL039C
mitotic cell cycle_GO_30_5	ACT1_tsa220	YFL039C
organelle inheritance	ACT1_tsa220	YFL039C
organelle inheritance_GO_30_2	ACT1_tsa220	YFL039C
peptidyl-amino acid modification	ACT1_tsa220	YFL039C
peptidyl-amino acid modification_GO_30_4	ACT1_tsa220	YFL039C
response to oxidative stress	ACT1_tsa220	YFL039C
response to oxidative stress_GO_30_3	ACT1_tsa220	YFL039C
site of polarized growth	ACT1_tsa220	YFL039C
site of polarized growth_GO_30_1	ACT1_tsa220	YFL039C
sporulation	ACT1_tsa220	YFL039C
sporulation_GO_30_3	ACT1_tsa220	YFL039C
vacuole organization	ACT1_tsa220	YFL039C
vacuole organization_GO_30_1	ACT1_tsa220	YFL039C
vacuoles	ACT1_tsa220	YFL039C
vacuoles_GO_30_4	ACT1_tsa220	YFL039C
all_queries	ACT1_tsa223	YFL039C
budding	ACT1_tsa223	YFL039C
budding_GO_30_1	ACT1_tsa223	YFL039C
cell budding	ACT1_tsa223	YFL039C
cell budding_GO_30_2	ACT1_tsa223	YFL039C
cell cortex	ACT1_tsa223	YFL039C
cell cortex_GO_30_3	ACT1_tsa223	YFL039C
cell cycle	ACT1_tsa223	YFL039C
cell cycle_GO_30_13	ACT1_tsa223	YFL039C
cell wall organization or biogenesis	ACT1_tsa223	YFL039C
cell wall organization or biogenesis_GO_30_1	ACT1_tsa223	YFL039C
cellular bud	ACT1_tsa223	YFL039C
cellular bud_GO_30_1	ACT1_tsa223	YFL039C
cellular response to DNA damage stimulus	ACT1_tsa223	YFL039C
cellular response to DNA damage stimulus_GO_30_4	ACT1_tsa223	YFL039C
chromatin	ACT1_tsa223	YFL039C
chromatin organization	ACT1_tsa223	YFL039C
chromatin organization_GO_30_5	ACT1_tsa223	YFL039C
chromatin_GO_30_3	ACT1_tsa223	YFL039C
chromosome	ACT1_tsa223	YFL039C
chromosome_GO_30_3	ACT1_tsa223	YFL039C
cytokinesis	ACT1_tsa223	YFL039C
cytokinesis_GO_30_1	ACT1_tsa223	YFL039C
cytoskeleton	ACT1_tsa223	YFL039C
cytoskeleton and microtubules	ACT1_tsa223	YFL039C
cytoskeleton and microtubules_GO_30_1	ACT1_tsa223	YFL039C
cytoskeleton organization	ACT1_tsa223	YFL039C
cytoskeleton organization_GO_30_2	ACT1_tsa223	YFL039C
cytoskeleton_GO_30_3	ACT1_tsa223	YFL039C
DNA repair	ACT1_tsa223	YFL039C
DNA repair_GO_30_4	ACT1_tsa223	YFL039C
endocytosis	ACT1_tsa223	YFL039C
endocytosis_GO_30_1	ACT1_tsa223	YFL039C
exocytosis	ACT1_tsa223	YFL039C
exocytosis_GO_30_1	ACT1_tsa223	YFL039C
Golgi and ER	ACT1_tsa223	YFL039C
Golgi and ER_GO_30_10	ACT1_tsa223	YFL039C
histone modification	ACT1_tsa223	YFL039C
histone modification_GO_30_2	ACT1_tsa223	YFL039C
meiotic cell cycle	ACT1_tsa223	YFL039C
meiotic cell cycle_GO_30_3	ACT1_tsa223	YFL039C
mitochondria and respiration	ACT1_tsa223	YFL039C
mitochondria and respiration_GO_30_25	ACT1_tsa223	YFL039C
mitochondrion organization	ACT1_tsa223	YFL039C
mitochondrion organization_GO_30_8	ACT1_tsa223	YFL039C
mitotic cell cycle	ACT1_tsa223	YFL039C
mitotic cell cycle_GO_30_5	ACT1_tsa223	YFL039C
organelle inheritance	ACT1_tsa223	YFL039C
organelle inheritance_GO_30_2	ACT1_tsa223	YFL039C
peptidyl-amino acid modification	ACT1_tsa223	YFL039C
peptidyl-amino acid modification_GO_30_4	ACT1_tsa223	YFL039C
response to oxidative stress	ACT1_tsa223	YFL039C
response to oxidative stress_GO_30_3	ACT1_tsa223	YFL039C
site of polarized growth	ACT1_tsa223	YFL039C
site of polarized growth_GO_30_1	ACT1_tsa223	YFL039C
sporulation	ACT1_tsa223	YFL039C
sporulation_GO_30_3	ACT1_tsa223	YFL039C
vacuole organization	ACT1_tsa223	YFL039C
vacuole organization_GO_30_1	ACT1_tsa223	YFL039C
