ORF	Gene	term
YGR116W	SPT6	transcription from RNA polymerase II promoter
YGR122W	YGR122W	transcription from RNA polymerase II promoter
YGR134W	CAF130	transcription from RNA polymerase II promoter
YGR156W	PTI1	transcription from RNA polymerase II promoter
YGR163W	GTR2	transcription from RNA polymerase II promoter
YGR186W	TFG1	transcription from RNA polymerase II promoter
YGR200C	ELP2	transcription from RNA polymerase II promoter
YGR252W	GCN5	transcription from RNA polymerase II promoter
YGR258C	RAD2	transcription from RNA polymerase II promoter
YGR262C	BUD32	transcription from RNA polymerase II promoter
YGR270W	YTA7	transcription from RNA polymerase II promoter
YGR274C	TAF1	transcription from RNA polymerase II promoter
YGR275W	RTT102	transcription from RNA polymerase II promoter
YHL007C	STE20	transcription from RNA polymerase II promoter
YHL009C	YAP3	transcription from RNA polymerase II promoter
YHL020C	OPI1	transcription from RNA polymerase II promoter
YHL025W	SNF6	transcription from RNA polymerase II promoter
YHL027W	RIM101	transcription from RNA polymerase II promoter
YHR006W	STP2	transcription from RNA polymerase II promoter
YHR041C	SRB2	transcription from RNA polymerase II promoter
YHR056C	RSC30	transcription from RNA polymerase II promoter
YHR058C	MED6	transcription from RNA polymerase II promoter
YHR084W	STE12	transcription from RNA polymerase II promoter
YHR099W	TRA1	transcription from RNA polymerase II promoter
YHR119W	SET1	transcription from RNA polymerase II promoter
YHR124W	NDT80	transcription from RNA polymerase II promoter
YHR143W-A	RPC10	transcription from RNA polymerase II promoter
YHR167W	THP2	transcription from RNA polymerase II promoter
YHR177W	YHR177W	transcription from RNA polymerase II promoter
YHR178W	STB5	transcription from RNA polymerase II promoter
YHR205W	SCH9	transcription from RNA polymerase II promoter
YHR206W	SKN7	transcription from RNA polymerase II promoter
YIL017C	VID28	transcription from RNA polymerase II promoter
YIL021W	RPB3	transcription from RNA polymerase II promoter
YIL036W	CST6	transcription from RNA polymerase II promoter
YIL038C	NOT3	transcription from RNA polymerase II promoter
YIL056W	VHR1	transcription from RNA polymerase II promoter
YIL084C	SDS3	transcription from RNA polymerase II promoter
YIL101C	XBP1	transcription from RNA polymerase II promoter
YIL119C	RPI1	transcription from RNA polymerase II promoter
YIL122W	POG1	transcription from RNA polymerase II promoter
YIL126W	STH1	transcription from RNA polymerase II promoter
YIL131C	FKH1	transcription from RNA polymerase II promoter
YIL143C	SSL2	transcription from RNA polymerase II promoter
YIL153W	RRD1	transcription from RNA polymerase II promoter
YIL154C	IMP2'	transcription from RNA polymerase II promoter
YIR017C	MET28	transcription from RNA polymerase II promoter
YIR018W	YAP5	transcription from RNA polymerase II promoter
YIR023W	DAL81	transcription from RNA polymerase II promoter
YIR033W	MGA2	transcription from RNA polymerase II promoter
YJL056C	ZAP1	transcription from RNA polymerase II promoter
YJL081C	ARP4	transcription from RNA polymerase II promoter
YJL089W	SIP4	transcription from RNA polymerase II promoter
YJL103C	GSM1	transcription from RNA polymerase II promoter
YJL110C	GZF3	transcription from RNA polymerase II promoter
YJL115W	ASF1	transcription from RNA polymerase II promoter
YJL127C	SPT10	transcription from RNA polymerase II promoter
YJL140W	RPB4	transcription from RNA polymerase II promoter
YJL176C	SWI3	transcription from RNA polymerase II promoter
YJL179W	PFD1	transcription from RNA polymerase II promoter
YJL184W	GON7	transcription from RNA polymerase II promoter
YJR017C	ESS1	transcription from RNA polymerase II promoter
YJR060W	CBF1	transcription from RNA polymerase II promoter
YJR063W	RPA12	transcription from RNA polymerase II promoter
YJR094C	IME1	transcription from RNA polymerase II promoter
YJR102C	VPS25	transcription from RNA polymerase II promoter
YJR104C	SOD1	transcription from RNA polymerase II promoter
YJR119C	JHD2	transcription from RNA polymerase II promoter
YJR140C	HIR3	transcription from RNA polymerase II promoter
YKL005C	BYE1	transcription from RNA polymerase II promoter
YKL015W	PUT3	transcription from RNA polymerase II promoter
YKL018W	SWD2	transcription from RNA polymerase II promoter
YKL020C	SPT23	transcription from RNA polymerase II promoter
YKL028W	TFA1	transcription from RNA polymerase II promoter
YKL032C	IXR1	transcription from RNA polymerase II promoter
YKL038W	RGT1	transcription from RNA polymerase II promoter
YKL043W	PHD1	transcription from RNA polymerase II promoter
YKL057C	NUP120	transcription from RNA polymerase II promoter
YKL058W	TOA2	transcription from RNA polymerase II promoter
YKL062W	MSN4	transcription from RNA polymerase II promoter
YKL109W	HAP4	transcription from RNA polymerase II promoter
YKL110C	KTI12	transcription from RNA polymerase II promoter
YKL112W	ABF1	transcription from RNA polymerase II promoter
YKL116C	PRR1	transcription from RNA polymerase II promoter
YKL139W	CTK1	transcription from RNA polymerase II promoter
YKL145W	RPT1	transcription from RNA polymerase II promoter
YKL160W	ELF1	transcription from RNA polymerase II promoter
YKL185W	ASH1	transcription from RNA polymerase II promoter
YKR008W	RSC4	transcription from RNA polymerase II promoter
YKR034W	DAL80	transcription from RNA polymerase II promoter
YKR036C	CAF4	transcription from RNA polymerase II promoter
YKR038C	KAE1	transcription from RNA polymerase II promoter
YKR048C	NAP1	transcription from RNA polymerase II promoter
YKR062W	TFA2	transcription from RNA polymerase II promoter
YKR064W	OAF3	transcription from RNA polymerase II promoter
YKR082W	NUP133	transcription from RNA polymerase II promoter
YKR095W	MLP1	transcription from RNA polymerase II promoter
YKR095W-A	PCC1	transcription from RNA polymerase II promoter
YKR099W	BAS1	transcription from RNA polymerase II promoter
YLL002W	RTT109	transcription from RNA polymerase II promoter
YLL029W	FRA1	transcription from RNA polymerase II promoter
YLR005W	SSL1	transcription from RNA polymerase II promoter
YLR014C	PPR1	transcription from RNA polymerase II promoter
YLR033W	RSC58	transcription from RNA polymerase II promoter
YLR055C	SPT8	transcription from RNA polymerase II promoter
YLR071C	RGR1	transcription from RNA polymerase II promoter
YLR113W	HOG1	transcription from RNA polymerase II promoter
YLR131C	ACE2	transcription from RNA polymerase II promoter
YLR176C	RFX1	transcription from RNA polymerase II promoter
YLR182W	SWI6	transcription from RNA polymerase II promoter
YLR200W	YKE2	transcription from RNA polymerase II promoter
YLR223C	IFH1	transcription from RNA polymerase II promoter
YLR226W	BUR2	transcription from RNA polymerase II promoter
YLR228C	ECM22	transcription from RNA polymerase II promoter
YLR240W	VPS34	transcription from RNA polymerase II promoter
YLR256W	HAP1	transcription from RNA polymerase II promoter
YLR266C	PDR8	transcription from RNA polymerase II promoter
YLR269C	YLR269C	transcription from RNA polymerase II promoter
YLR277C	YSH1	transcription from RNA polymerase II promoter
YLR321C	SFH1	transcription from RNA polymerase II promoter
YLR357W	RSC2	transcription from RNA polymerase II promoter
YLR384C	IKI3	transcription from RNA polymerase II promoter
YLR403W	SFP1	transcription from RNA polymerase II promoter
YLR417W	VPS36	transcription from RNA polymerase II promoter
YLR418C	CDC73	transcription from RNA polymerase II promoter
YLR430W	SEN1	transcription from RNA polymerase II promoter
YLR451W	LEU3	transcription from RNA polymerase II promoter
YLR455W	PDP3	transcription from RNA polymerase II promoter
YML007W	YAP1	transcription from RNA polymerase II promoter
YML010W	SPT5	transcription from RNA polymerase II promoter
YML015C	TAF11	transcription from RNA polymerase II promoter
YML036W	CGI121	transcription from RNA polymerase II promoter
YML051W	GAL80	transcription from RNA polymerase II promoter
YML062C	MFT1	transcription from RNA polymerase II promoter
YML069W	POB3	transcription from RNA polymerase II promoter
YML076C	WAR1	transcription from RNA polymerase II promoter
YML091C	RPM2	transcription from RNA polymerase II promoter
YML094W	GIM5	transcription from RNA polymerase II promoter
YML098W	TAF13	transcription from RNA polymerase II promoter
YML113W	DAT1	transcription from RNA polymerase II promoter
YML114C	TAF8	transcription from RNA polymerase II promoter
YML127W	RSC9	transcription from RNA polymerase II promoter
YMR005W	TAF4	transcription from RNA polymerase II promoter
YMR021C	MAC1	transcription from RNA polymerase II promoter
YMR030W	RSF1	transcription from RNA polymerase II promoter
YMR033W	ARP9	transcription from RNA polymerase II promoter
YMR037C	MSN2	transcription from RNA polymerase II promoter
YMR039C	SUB1	transcription from RNA polymerase II promoter
YMR042W	ARG80	transcription from RNA polymerase II promoter
YMR043W	MCM1	transcription from RNA polymerase II promoter
YMR070W	MOT3	transcription from RNA polymerase II promoter
YMR075W	RCO1	transcription from RNA polymerase II promoter
YMR091C	NPL6	transcription from RNA polymerase II promoter
YMR112C	MED11	transcription from RNA polymerase II promoter
YMR136W	GAT2	transcription from RNA polymerase II promoter
YMR164C	MSS11	transcription from RNA polymerase II promoter
YMR172W	HOT1	transcription from RNA polymerase II promoter
YMR179W	SPT21	transcription from RNA polymerase II promoter
YMR182C	RGM1	transcription from RNA polymerase II promoter
YMR227C	TAF7	transcription from RNA polymerase II promoter
YMR236W	TAF9	transcription from RNA polymerase II promoter
YMR239C	RNT1	transcription from RNA polymerase II promoter
YMR263W	SAP30	transcription from RNA polymerase II promoter
YMR277W	FCP1	transcription from RNA polymerase II promoter
YMR280C	CAT8	transcription from RNA polymerase II promoter
YMR312W	ELP6	transcription from RNA polymerase II promoter
YNL021W	HDA1	transcription from RNA polymerase II promoter
YNL025C	SSN8	transcription from RNA polymerase II promoter
YNL027W	CRZ1	transcription from RNA polymerase II promoter
YNL068C	FKH2	transcription from RNA polymerase II promoter
YNL076W	MKS1	transcription from RNA polymerase II promoter
YNL097C	PHO23	transcription from RNA polymerase II promoter
YNL103W	MET4	transcription from RNA polymerase II promoter
YNL118C	DCP2	transcription from RNA polymerase II promoter
YNL136W	EAF7	transcription from RNA polymerase II promoter
YNL139C	THO2	transcription from RNA polymerase II promoter
YNL153C	GIM3	transcription from RNA polymerase II promoter
YNL167C	SKO1	transcription from RNA polymerase II promoter
YNL199C	GCR2	transcription from RNA polymerase II promoter
YNL206C	RTT106	transcription from RNA polymerase II promoter
YNL216W	RAP1	transcription from RNA polymerase II promoter
YNL222W	SSU72	transcription from RNA polymerase II promoter
YNL236W	SIN4	transcription from RNA polymerase II promoter
YNL239W	LAP3	transcription from RNA polymerase II promoter
YNL251C	NRD1	transcription from RNA polymerase II promoter
YNL257C	SIP3	transcription from RNA polymerase II promoter
YNL278W	CAF120	transcription from RNA polymerase II promoter
YNL288W	CAF40	transcription from RNA polymerase II promoter
YNL296W	YNL296W	transcription from RNA polymerase II promoter
YNL298W	CLA4	transcription from RNA polymerase II promoter
YNL309W	STB1	transcription from RNA polymerase II promoter
YNL314W	DAL82	transcription from RNA polymerase II promoter
YNL330C	RPD3	transcription from RNA polymerase II promoter
YNR010W	CSE2	transcription from RNA polymerase II promoter
YNR023W	SNF12	transcription from RNA polymerase II promoter
YNR052C	POP2	transcription from RNA polymerase II promoter
YOL001W	PHO80	transcription from RNA polymerase II promoter
YOL002C	IZH2	transcription from RNA polymerase II promoter
YOL004W	SIN3	transcription from RNA polymerase II promoter
YOL005C	RPB11	transcription from RNA polymerase II promoter
YOL006C	TOP1	transcription from RNA polymerase II promoter
YOL012C	HTZ1	transcription from RNA polymerase II promoter
YOL028C	YAP7	transcription from RNA polymerase II promoter
YOL051W	GAL11	transcription from RNA polymerase II promoter
YOL063C	CRT10	transcription from RNA polymerase II promoter
YOL067C	RTG1	transcription from RNA polymerase II promoter
YOL071W	SDH5	transcription from RNA polymerase II promoter
YOL072W	THP1	transcription from RNA polymerase II promoter
YOL089C	HAL9	transcription from RNA polymerase II promoter
YOL108C	INO4	transcription from RNA polymerase II promoter
YOL113W	SKM1	transcription from RNA polymerase II promoter
YOL116W	MSN1	transcription from RNA polymerase II promoter
YOL135C	MED7	transcription from RNA polymerase II promoter
YOL145C	CTR9	transcription from RNA polymerase II promoter
YOR028C	CIN5	transcription from RNA polymerase II promoter
YOR038C	HIR2	transcription from RNA polymerase II promoter
YOR047C	STD1	transcription from RNA polymerase II promoter
YOR048C	RAT1	transcription from RNA polymerase II promoter
YOR064C	YNG1	transcription from RNA polymerase II promoter
YOR113W	AZF1	transcription from RNA polymerase II promoter
YOR117W	RPT5	transcription from RNA polymerase II promoter
YOR123C	LEO1	transcription from RNA polymerase II promoter
YOR135C	IRC14	transcription from RNA polymerase II promoter
YOR140W	SFL1	transcription from RNA polymerase II promoter
YOR151C	RPB2	transcription from RNA polymerase II promoter
YOR162C	YRR1	transcription from RNA polymerase II promoter
YOR172W	YRM1	transcription from RNA polymerase II promoter
YOR174W	MED4	transcription from RNA polymerase II promoter
YOR179C	SYC1	transcription from RNA polymerase II promoter
YOR194C	TOA1	transcription from RNA polymerase II promoter
YOR210W	RPB10	transcription from RNA polymerase II promoter
YOR224C	RPB8	transcription from RNA polymerase II promoter
YOR229W	WTM2	transcription from RNA polymerase II promoter
YOR230W	WTM1	transcription from RNA polymerase II promoter
YOR244W	ESA1	transcription from RNA polymerase II promoter
YOR259C	RPT4	transcription from RNA polymerase II promoter
YOR274W	MOD5	transcription from RNA polymerase II promoter
YOR279C	RFM1	transcription from RNA polymerase II promoter
YOR281C	PLP2	transcription from RNA polymerase II promoter
YOR290C	SNF2	transcription from RNA polymerase II promoter
YOR298C-A	MBF1	transcription from RNA polymerase II promoter
YOR304W	ISW2	transcription from RNA polymerase II promoter
YOR338W	YOR338W	transcription from RNA polymerase II promoter
YOR358W	HAP5	transcription from RNA polymerase II promoter
YOR363C	PIP2	transcription from RNA polymerase II promoter
YOR372C	NDD1	transcription from RNA polymerase II promoter
YPL002C	SNF8	transcription from RNA polymerase II promoter
YPL011C	TAF3	transcription from RNA polymerase II promoter
YPL016W	SWI1	transcription from RNA polymerase II promoter
YPL026C	SKS1	transcription from RNA polymerase II promoter
YPL031C	PHO85	transcription from RNA polymerase II promoter
YPL038W	MET31	transcription from RNA polymerase II promoter
YPL042C	SSN3	transcription from RNA polymerase II promoter
YPL047W	SGF11	transcription from RNA polymerase II promoter
YPL048W	CAM1	transcription from RNA polymerase II promoter
YPL049C	DIG1	transcription from RNA polymerase II promoter
YPL075W	GCR1	transcription from RNA polymerase II promoter
YPL082C	MOT1	transcription from RNA polymerase II promoter
YPL086C	ELP3	transcription from RNA polymerase II promoter
YPL089C	RLM1	transcription from RNA polymerase II promoter
YPL101W	ELP4	transcription from RNA polymerase II promoter
YPL116W	HOS3	transcription from RNA polymerase II promoter
YPL122C	TFB2	transcription from RNA polymerase II promoter
YPL128C	TBF1	transcription from RNA polymerase II promoter
YPL129W	TAF14	transcription from RNA polymerase II promoter
YPL133C	RDS2	transcription from RNA polymerase II promoter
YPL139C	UME1	transcription from RNA polymerase II promoter
YPL177C	CUP9	transcription from RNA polymerase II promoter
YPL190C	NAB3	transcription from RNA polymerase II promoter
YPL202C	AFT2	transcription from RNA polymerase II promoter
YPL205C	YPL205C	transcription from RNA polymerase II promoter
YPL228W	CET1	transcription from RNA polymerase II promoter
YPL230W	USV1	transcription from RNA polymerase II promoter
YPL235W	RVB2	transcription from RNA polymerase II promoter
YPL248C	GAL4	transcription from RNA polymerase II promoter
YPL254W	HFI1	transcription from RNA polymerase II promoter
YPR005C	HAL1	transcription from RNA polymerase II promoter
YPR008W	HAA1	transcription from RNA polymerase II promoter
YPR009W	SUT2	transcription from RNA polymerase II promoter
YPR023C	EAF3	transcription from RNA polymerase II promoter
YPR025C	CCL1	transcription from RNA polymerase II promoter
YPR030W	CSR2	transcription from RNA polymerase II promoter
YPR034W	ARP7	transcription from RNA polymerase II promoter
YPR052C	NHP6A	transcription from RNA polymerase II promoter
YPR056W	TFB4	transcription from RNA polymerase II promoter
YPR065W	ROX1	transcription from RNA polymerase II promoter
YPR068C	HOS1	transcription from RNA polymerase II promoter
YPR070W	MED1	transcription from RNA polymerase II promoter
YPR072W	NOT5	transcription from RNA polymerase II promoter
YPR086W	SUA7	transcription from RNA polymerase II promoter
YPR104C	FHL1	transcription from RNA polymerase II promoter
YPR133C	SPN1	transcription from RNA polymerase II promoter
YPR161C	SGV1	transcription from RNA polymerase II promoter
YPR168W	NUT2	transcription from RNA polymerase II promoter
YPR179C	HDA3	transcription from RNA polymerase II promoter
YPR187W	RPO26	transcription from RNA polymerase II promoter
YPR199C	ARR1	transcription from RNA polymerase II promoter
LSR1	LSR1	RNA binding
Q0115	BI3	RNA binding
Q0120	BI4	RNA binding
YAL005C	SSA1	RNA binding
YAL033W	POP5	RNA binding
YAL035W	FUN12	RNA binding
YAL043C	PTA1	RNA binding
YAR007C	RFA1	RNA binding
YBL004W	UTP20	RNA binding
YBL024W	NCL1	RNA binding
YBL026W	LSM2	RNA binding
YBL032W	HEK2	RNA binding
YBL051C	PIN4	RNA binding
YBR046C	ZTA1	RNA binding
YBR072W	HSP26	RNA binding
YBR079C	RPG1	RNA binding
YBR118W	TEF2	RNA binding
YBR119W	MUD1	RNA binding
YBR130C	SHE3	RNA binding
YBR143C	SUP45	RNA binding
YBR167C	POP7	RNA binding
YBR212W	NGR1	RNA binding
YBR222C	PCS60	RNA binding
YBR233W	PBP2	RNA binding
YBR238C	YBR238C	RNA binding
YBR247C	ENP1	RNA binding
YBR257W	POP4	RNA binding
YCL011C	GBP2	RNA binding
YCL037C	SRO9	RNA binding
YCR031C	RPS14A	RNA binding
YCR057C	PWP2	RNA binding
YCR077C	PAT1	RNA binding
YDL030W	PRP9	RNA binding
YDL043C	PRP11	RNA binding
