cluster	Gene_uniq	Gene.gene_name
response to oxidative stress_GO_30_2	YAL015C	NTG1
all_queries	YAL017W	PSK1
all_queries_30_9	YAL017W	PSK1
carbohydrate metabolic process	YAL017W	PSK1
carbohydrate metabolic process_GO_30_2	YAL017W	PSK1
generation of precursor metabolites and energy	YAL017W	PSK1
generation of precursor metabolites and energy_GO_30_3	YAL017W	PSK1
metabolic	YAL017W	PSK1
metabolic_GO_30_17	YAL017W	PSK1
all_queries	YAL018C	LDS1
all_queries_30_44	YAL018C	LDS1
budding	YAL018C	LDS1
budding_GO_30_3	YAL018C	LDS1
cell cycle	YAL018C	LDS1
cell cycle_GO_30_2	YAL018C	LDS1
cell wall	YAL018C	LDS1
cell wall organization or biogenesis	YAL018C	LDS1
cell wall organization or biogenesis_GO_30_2	YAL018C	LDS1
meiotic cell cycle	YAL018C	LDS1
meiotic cell cycle_GO_30_5	YAL018C	LDS1
sporulation	YAL018C	LDS1
sporulation_GO_30_2	YAL018C	LDS1
all_queries	YAL019W	FUN30
all_queries_30_15	YAL019W	FUN30
cellular response to DNA damage stimulus	YAL019W	FUN30
cellular response to DNA damage stimulus_GO_30_3	YAL019W	FUN30
chromatin	YAL019W	FUN30
chromatin binding	YAL019W	FUN30
chromatin binding_GO_30_2	YAL019W	FUN30
chromatin organization	YAL019W	FUN30
chromatin organization_GO_30_4	YAL019W	FUN30
chromatin_GO_30_1	YAL019W	FUN30
chromosome	YAL019W	FUN30
chromosome_GO_30_4	YAL019W	FUN30
DNA repair	YAL019W	FUN30
DNA repair_GO_30_1	YAL019W	FUN30
mitochondria and respiration	YAL019W	FUN30
mitochondria and respiration_GO_30_12	YAL019W	FUN30
mitochondrion	YAL019W	FUN30
mitochondrion_GO_30_4	YAL019W	FUN30
transcription	YAL019W	FUN30
transcription and mRNA processing	YAL019W	FUN30
transcription and mRNA processing_GO_30_12	YAL019W	FUN30
transcription from RNA polymerase II promoter	YAL019W	FUN30
transcription from RNA polymerase II promoter_GO_30_6	YAL019W	FUN30
transcription_GO_30_2	YAL019W	FUN30
all_queries	YAL020C	ATS1
all_queries_30_6	YAL020C	ATS1
budding	YAL020C	ATS1
budding_GO_30_2	YAL020C	ATS1
cell budding	YAL020C	ATS1
cell budding_GO_30_1	YAL020C	ATS1
cytoskeleton and microtubules	YAL020C	ATS1
cytoskeleton and microtubules_GO_30_7	YAL020C	ATS1
cytoskeleton organization	YAL020C	ATS1
cytoskeleton organization_GO_30_2	YAL020C	ATS1
ribosomes and translation	YAL020C	ATS1
ribosomes and translation_GO_30_3	YAL020C	ATS1
RNA modification	YAL020C	ATS1
RNA modification_GO_30_1	YAL020C	ATS1
transcription and mRNA processing	YAL020C	ATS1
transcription and mRNA processing_GO_30_4	YAL020C	ATS1
tRNA processing	YAL020C	ATS1
all_queries	YAL021C	CCR4
all_queries_30_28	YAL021C	CCR4
cell cycle	YAL021C	CCR4
cell cycle_GO_30_1	YAL021C	CCR4
DNA replication	YAL021C	CCR4
DNA replication_GO_30_1	YAL021C	CCR4
DNA-templated transcription, elongation	YAL021C	CCR4
metabolic	YAL021C	CCR4
metabolic_GO_30_14	YAL021C	CCR4
mitotic cell cycle	YAL021C	CCR4
mitotic cell cycle_GO_30_2	YAL021C	CCR4
regulation of cell cycle	YAL021C	CCR4
regulation of cell cycle_GO_30_1	YAL021C	CCR4
regulation of DNA metabolic process	YAL021C	CCR4
regulation of DNA metabolic process_GO_30_1	YAL021C	CCR4
RNA catabolic process	YAL021C	CCR4
RNA catabolic process_GO_30_1	YAL021C	CCR4
transcription	YAL021C	CCR4
transcription and mRNA processing	YAL021C	CCR4
transcription and mRNA processing_GO_30_10	YAL021C	CCR4
transcription from RNA polymerase II promoter	YAL021C	CCR4
transcription from RNA polymerase II promoter_GO_30_3	YAL021C	CCR4
transcription_GO_30_3	YAL021C	CCR4
all_queries	YAL021C_DAMP	CCR4
all_queries_30_51	YAL021C_DAMP	CCR4
cell cycle	YAL021C_DAMP	CCR4
cell cycle_GO_30_9	YAL021C_DAMP	CCR4
DNA replication	YAL021C_DAMP	CCR4
DNA replication_GO_30_1	YAL021C_DAMP	CCR4
DNA-templated transcription, elongation	YAL021C_DAMP	CCR4
metabolic	YAL021C_DAMP	CCR4
metabolic_GO_30_7	YAL021C_DAMP	CCR4
mitotic cell cycle	YAL021C_DAMP	CCR4
mitotic cell cycle_GO_30_1	YAL021C_DAMP	CCR4
regulation of cell cycle	YAL021C_DAMP	CCR4
regulation of cell cycle_GO_30_1	YAL021C_DAMP	CCR4
regulation of DNA metabolic process	YAL021C_DAMP	CCR4
regulation of DNA metabolic process_GO_30_1	YAL021C_DAMP	CCR4
RNA catabolic process	YAL021C_DAMP	CCR4
RNA catabolic process_GO_30_2	YAL021C_DAMP	CCR4
transcription	YAL021C_DAMP	CCR4
transcription and mRNA processing	YAL021C_DAMP	CCR4
transcription and mRNA processing_GO_30_11	YAL021C_DAMP	CCR4
transcription from RNA polymerase II promoter	YAL021C_DAMP	CCR4
transcription from RNA polymerase II promoter_GO_30_7	YAL021C_DAMP	CCR4
transcription_GO_30_1	YAL021C_DAMP	CCR4
all_queries	YAL022C	FUN26
all_queries_30_11	YAL022C	FUN26
nucleobase-containing compound transport	YAL022C	FUN26
nucleobase-containing compound transport_GO_30_2	YAL022C	FUN26
transmembrane transport	YAL022C	FUN26
transmembrane transport_GO_30_2	YAL022C	FUN26
transmembrane transporter activity	YAL022C	FUN26
transmembrane transporter activity_GO_30_1	YAL022C	FUN26
vacuole	YAL022C	FUN26
vacuole_GO_30_6	YAL022C	FUN26
vacuoles	YAL022C	FUN26
vacuoles_GO_30_1	YAL022C	FUN26
all_queries	YAL023C	PMT2
all_queries_30_65	YAL023C	PMT2
endomembrane system	YAL023C	PMT2
endomembrane system_GO_30_6	YAL023C	PMT2
endoplasmic reticulum	YAL023C	PMT2
endoplasmic reticulum_GO_30_2	YAL023C	PMT2
ER	YAL023C	PMT2
ER_GO_30_2	YAL023C	PMT2
Golgi and ER	YAL023C	PMT2
Golgi and ER_GO_30_10	YAL023C	PMT2
proteolysis involved in cellular protein catabolic process	YAL023C	PMT2
proteolysis involved in cellular protein catabolic process_GO_30_2	YAL023C	PMT2
transferase activity, transferring glycosyl groups	YAL023C	PMT2
all_queries	YAL024C	LTE1
all_queries_30_74	YAL024C	LTE1
budding	YAL024C	LTE1
budding_GO_30_9	YAL024C	LTE1
cell cycle	YAL024C	LTE1
cell cycle_GO_30_4	YAL024C	LTE1
cellular bud	YAL024C	LTE1
cellular bud_GO_30_3	YAL024C	LTE1
chromatin	YAL024C	LTE1
chromatin_GO_30_4	YAL024C	LTE1
chromosome segregation	YAL024C	LTE1
chromosome segregation_GO_30_1	YAL024C	LTE1
cytoskeleton and microtubules	YAL024C	LTE1
cytoskeleton and microtubules_GO_30_8	YAL024C	LTE1
mitotic cell cycle	YAL024C	LTE1
mitotic cell cycle_GO_30_1	YAL024C	LTE1
organelle fission	YAL024C	LTE1
organelle fission_GO_30_2	YAL024C	LTE1
regulation of cell cycle	YAL024C	LTE1
regulation of cell cycle_GO_30_2	YAL024C	LTE1
regulation of organelle organization	YAL024C	LTE1
regulation of organelle organization_GO_30_1	YAL024C	LTE1
all_queries	YAL025C_DAMP	MAK16
all_queries_30_3	YAL025C_DAMP	MAK16
nucleolus	YAL025C_DAMP	MAK16
nucleolus_GO_30_2	YAL025C_DAMP	MAK16
ribosomes and translation	YAL025C_DAMP	MAK16
ribosomes and translation_GO_30_4	YAL025C_DAMP	MAK16
rRNA processing	YAL025C_DAMP	MAK16
transcription and mRNA processing	YAL025C_DAMP	MAK16
transcription and mRNA processing_GO_30_5	YAL025C_DAMP	MAK16
all_queries	YAL027W	SAW1
all_queries_30_55	YAL027W	SAW1
cellular response to DNA damage stimulus	YAL027W	SAW1
cellular response to DNA damage stimulus_GO_30_2	YAL027W	SAW1
DNA repair	YAL027W	SAW1
DNA repair_GO_30_2	YAL027W	SAW1
metabolic	YAL027W	SAW1
metabolic_GO_30_6	YAL027W	SAW1
regulation of DNA metabolic process	YAL027W	SAW1
all_queries	YAL028W	FRT2
all_queries_30_16	YAL028W	FRT2
endomembrane system	YAL028W	FRT2
endomembrane system_GO_30_13	YAL028W	FRT2
endoplasmic reticulum	YAL028W	FRT2
endoplasmic reticulum_GO_30_9	YAL028W	FRT2
ER	YAL028W	FRT2
ER_GO_30_9	YAL028W	FRT2
Golgi and ER	YAL028W	FRT2
Golgi and ER_GO_30_9	YAL028W	FRT2
response to osmotic stress	YAL028W	FRT2
response to osmotic stress_GO_30_1	YAL028W	FRT2
all_queries	YAL029C	MYO4
all_queries_30_60	YAL029C	MYO4
budding	YAL029C	MYO4
budding_GO_30_1	YAL029C	MYO4
cellular bud	YAL029C	MYO4
cellular bud_GO_30_1	YAL029C	MYO4
cytoskeletal protein binding	YAL029C	MYO4
cytoskeleton	YAL029C	MYO4
cytoskeleton and microtubules	YAL029C	MYO4
cytoskeleton and microtubules_GO_30_3	YAL029C	MYO4
cytoskeleton_GO_30_3	YAL029C	MYO4
mitochondria and respiration	YAL029C	MYO4
mitochondria and respiration_GO_30_4	YAL029C	MYO4
mitochondrion	YAL029C	MYO4
mitochondrion_GO_30_3	YAL029C	MYO4
organelle inheritance	YAL029C	MYO4
organelle inheritance_GO_30_1	YAL029C	MYO4
site of polarized growth	YAL029C	MYO4
site of polarized growth_GO_30_1	YAL029C	MYO4
all_queries	YAL030W	SNC1
all_queries_30_57	YAL030W	SNC1
budding	YAL030W	SNC1
budding_GO_30_1	YAL030W	SNC1
cellular bud	YAL030W	SNC1
cellular bud_GO_30_3	YAL030W	SNC1
cytoplasmic vesicle	YAL030W	SNC1
cytoplasmic vesicle_GO_30_1	YAL030W	SNC1
endocytosis	YAL030W	SNC1
endocytosis_GO_30_1	YAL030W	SNC1
endomembrane system	YAL030W	SNC1
endomembrane system_GO_30_4	YAL030W	SNC1
Golgi	YAL030W	SNC1
Golgi and ER	YAL030W	SNC1
Golgi and ER_GO_30_3	YAL030W	SNC1
Golgi apparatus	YAL030W	SNC1
Golgi apparatus_GO_30_1	YAL030W	SNC1
Golgi vesicle transport	YAL030W	SNC1
Golgi vesicle transport_GO_30_2	YAL030W	SNC1
Golgi_GO_30_1	YAL030W	SNC1
membrane fusion	YAL030W	SNC1
organelle fusion	YAL030W	SNC1
organelle fusion_GO_30_1	YAL030W	SNC1
site of polarized growth	YAL030W	SNC1
site of polarized growth_GO_30_1	YAL030W	SNC1
vesicle organization	YAL030W	SNC1
vesicle organization_GO_30_1	YAL030W	SNC1
all_queries	YAL031C	GIP4
all_queries_30_84	YAL031C	GIP4
cell cycle	YAL031C	GIP4
cell cycle_GO_30_7	YAL031C	GIP4
chromatin	YAL031C	GIP4
chromatin_GO_30_5	YAL031C	GIP4
chromosome segregation	YAL031C	GIP4
cytoskeleton and microtubules	YAL031C	GIP4
cytoskeleton and microtubules_GO_30_1	YAL031C	GIP4
regulation of protein modification process	YAL031C	GIP4
regulation of protein modification process_GO_30_1	YAL031C	GIP4
all_queries	YAL034C	FUN19
all_queries_30_34	YAL034C	FUN19
all_queries	YAL034W-A_TSQ235	MTW1
all_queries_30_21	YAL034W-A_TSQ235	MTW1
cell cycle	YAL034W-A_TSQ235	MTW1
cell cycle_GO_30_9	YAL034W-A_TSQ235	MTW1
chromatin	YAL034W-A_TSQ235	MTW1
chromatin_GO_30_1	YAL034W-A_TSQ235	MTW1
chromosome	YAL034W-A_TSQ235	MTW1
chromosome segregation	YAL034W-A_TSQ235	MTW1
chromosome_GO_30_3	YAL034W-A_TSQ235	MTW1
cytoskeleton	YAL034W-A_TSQ235	MTW1
cytoskeleton and microtubules	YAL034W-A_TSQ235	MTW1
cytoskeleton and microtubules_GO_30_3	YAL034W-A_TSQ235	MTW1
cytoskeleton_GO_30_2	YAL034W-A_TSQ235	MTW1
all_queries	YAL036C	RBG1
all_queries_30_17	YAL036C	RBG1
cytoplasmic translation	YAL036C	RBG1
cytoplasmic translation_GO_30_1	YAL036C	RBG1
ribosome	YAL036C	RBG1
ribosome_GO_30_3	YAL036C	RBG1
ribosomes and translation	YAL036C	RBG1
ribosomes and translation_GO_30_2	YAL036C	RBG1
all_queries	YAL037W	YAL037W
all_queries_30_29	YAL037W	YAL037W
all_queries	YAL038W_TSQ26	CDC19
all_queries_30_4	YAL038W_TSQ26	CDC19
carbohydrate metabolic process	YAL038W_TSQ26	CDC19
carbohydrate metabolic process_GO_30_3	YAL038W_TSQ26	CDC19
cofactor metabolic process	YAL038W_TSQ26	CDC19
cofactor metabolic process_GO_30_1	YAL038W_TSQ26	CDC19
generation of precursor metabolites and energy	YAL038W_TSQ26	CDC19
generation of precursor metabolites and energy_GO_30_3	YAL038W_TSQ26	CDC19
metabolic	YAL038W_TSQ26	CDC19
metabolic_GO_30_5	YAL038W_TSQ26	CDC19
monocarboxylic acid metabolic process	YAL038W_TSQ26	CDC19
monocarboxylic acid metabolic process_GO_30_1	YAL038W_TSQ26	CDC19
nucleobase-containing small molecule metabolic process	YAL038W_TSQ26	CDC19
nucleobase-containing small molecule metabolic process_GO_30_2	YAL038W_TSQ26	CDC19
all_queries	YAL040C	CLN3
all_queries_30_32	YAL040C	CLN3
cell cycle	YAL040C	CLN3
cell cycle_GO_30_9	YAL040C	CLN3
membrane fusion	YAL040C	CLN3
mitotic cell cycle	YAL040C	CLN3
mitotic cell cycle_GO_30_3	YAL040C	CLN3
organelle fusion	YAL040C	CLN3
organelle fusion_GO_30_1	YAL040C	CLN3
regulation of cell cycle	YAL040C	CLN3
regulation of cell cycle_GO_30_2	YAL040C	CLN3
regulation of protein modification process	YAL040C	CLN3
regulation of protein modification process_GO_30_1	YAL040C	CLN3
vacuole organization	YAL040C	CLN3
vacuole organization_GO_30_2	YAL040C	CLN3
vacuoles	YAL040C	CLN3
vacuoles_GO_30_4	YAL040C	CLN3
all_queries	YAL041W_TSQ148	CDC24
all_queries_30_25	YAL041W_TSQ148	CDC24
budding	YAL041W_TSQ148	CDC24
budding_GO_30_2	YAL041W_TSQ148	CDC24
cell cycle	YAL041W_TSQ148	CDC24
cell cycle_GO_30_11	YAL041W_TSQ148	CDC24
cellular bud	YAL041W_TSQ148	CDC24
cellular bud_GO_30_3	YAL041W_TSQ148	CDC24
cytokinesis	YAL041W_TSQ148	CDC24
cytokinesis_GO_30_1	YAL041W_TSQ148	CDC24
cytoskeleton and microtubules	YAL041W_TSQ148	CDC24
cytoskeleton and microtubules_GO_30_7	YAL041W_TSQ148	CDC24
cytoskeleton organization	YAL041W_TSQ148	CDC24
cytoskeleton organization_GO_30_2	YAL041W_TSQ148	CDC24
mitotic cell cycle	YAL041W_TSQ148	CDC24
mitotic cell cycle_GO_30_1	YAL041W_TSQ148	CDC24
organelle fission	YAL041W_TSQ148	CDC24
organelle fission_GO_30_3	YAL041W_TSQ148	CDC24
regulation of cell cycle	YAL041W_TSQ148	CDC24
regulation of cell cycle_GO_30_1	YAL041W_TSQ148	CDC24
regulation of organelle organization	YAL041W_TSQ148	CDC24
regulation of organelle organization_GO_30_1	YAL041W_TSQ148	CDC24
site of polarized growth	YAL041W_TSQ148	CDC24
site of polarized growth_GO_30_4	YAL041W_TSQ148	CDC24
all_queries	YAL041W_TSQ149	CDC24
all_queries_30_14	YAL041W_TSQ149	CDC24
budding	YAL041W_TSQ149	CDC24
budding_GO_30_5	YAL041W_TSQ149	CDC24
cell cycle	YAL041W_TSQ149	CDC24
cell cycle_GO_30_7	YAL041W_TSQ149	CDC24
cellular bud	YAL041W_TSQ149	CDC24
cellular bud_GO_30_1	YAL041W_TSQ149	CDC24
cytokinesis	YAL041W_TSQ149	CDC24
cytoskeleton and microtubules	YAL041W_TSQ149	CDC24
cytoskeleton and microtubules_GO_30_4	YAL041W_TSQ149	CDC24
cytoskeleton organization	YAL041W_TSQ149	CDC24
cytoskeleton organization_GO_30_1	YAL041W_TSQ149	CDC24
mitotic cell cycle	YAL041W_TSQ149	CDC24
mitotic cell cycle_GO_30_1	YAL041W_TSQ149	CDC24
organelle fission	YAL041W_TSQ149	CDC24
organelle fission_GO_30_5	YAL041W_TSQ149	CDC24
regulation of cell cycle	YAL041W_TSQ149	CDC24
regulation of cell cycle_GO_30_2	YAL041W_TSQ149	CDC24
regulation of organelle organization	YAL041W_TSQ149	CDC24
regulation of organelle organization_GO_30_1	YAL041W_TSQ149	CDC24
site of polarized growth	YAL041W_TSQ149	CDC24
site of polarized growth_GO_30_1	YAL041W_TSQ149	CDC24
all_queries	YAL041W_TSQ412	CDC24
all_queries_30_79	YAL041W_TSQ412	CDC24
budding	YAL041W_TSQ412	CDC24
budding_GO_30_2	YAL041W_TSQ412	CDC24
cell cycle	YAL041W_TSQ412	CDC24
cell cycle_GO_30_7	YAL041W_TSQ412	CDC24
cellular bud	YAL041W_TSQ412	CDC24
cellular bud_GO_30_3	YAL041W_TSQ412	CDC24
cytokinesis	YAL041W_TSQ412	CDC24
cytokinesis_GO_30_1	YAL041W_TSQ412	CDC24
cytoskeleton and microtubules	YAL041W_TSQ412	CDC24
cytoskeleton and microtubules_GO_30_1	YAL041W_TSQ412	CDC24
cytoskeleton organization	YAL041W_TSQ412	CDC24
cytoskeleton organization_GO_30_1	YAL041W_TSQ412	CDC24
mitotic cell cycle	YAL041W_TSQ412	CDC24
mitotic cell cycle_GO_30_1	YAL041W_TSQ412	CDC24
organelle fission	YAL041W_TSQ412	CDC24
organelle fission_GO_30_2	YAL041W_TSQ412	CDC24
regulation of cell cycle	YAL041W_TSQ412	CDC24
regulation of cell cycle_GO_30_1	YAL041W_TSQ412	CDC24
regulation of organelle organization	YAL041W_TSQ412	CDC24
regulation of organelle organization_GO_30_1	YAL041W_TSQ412	CDC24
site of polarized growth	YAL041W_TSQ412	CDC24
site of polarized growth_GO_30_1	YAL041W_TSQ412	CDC24
all_queries	YAL042W	ERV46
all_queries_30_10	YAL042W	ERV46
cytoplasmic vesicle	YAL042W	ERV46
cytoplasmic vesicle_GO_30_3	YAL042W	ERV46
endomembrane system	YAL042W	ERV46
endomembrane system_GO_30_5	YAL042W	ERV46
endoplasmic reticulum	YAL042W	ERV46
endoplasmic reticulum_GO_30_9	YAL042W	ERV46
ER	YAL042W	ERV46
ER_GO_30_9	YAL042W	ERV46
Golgi	YAL042W	ERV46
Golgi and ER	YAL042W	ERV46
Golgi and ER_GO_30_7	YAL042W	ERV46
Golgi apparatus	YAL042W	ERV46
Golgi apparatus_GO_30_1	YAL042W	ERV46
Golgi vesicle transport	YAL042W	ERV46
Golgi vesicle transport_GO_30_2	YAL042W	ERV46
Golgi_GO_30_1	YAL042W	ERV46
all_queries	YAL043C_DAMP	PTA1
all_queries_30_8	YAL043C_DAMP	PTA1
mRNA processing	YAL043C_DAMP	PTA1
mRNA processing_GO_30_1	YAL043C_DAMP	PTA1
ribosomes and translation	YAL043C_DAMP	PTA1
ribosomes and translation_GO_30_1	YAL043C_DAMP	PTA1
RNA processing	YAL043C_DAMP	PTA1
RNA processing_GO_30_1	YAL043C_DAMP	PTA1
transcription	YAL043C_DAMP	PTA1
transcription and mRNA processing	YAL043C_DAMP	PTA1
transcription and mRNA processing_GO_30_6	YAL043C_DAMP	PTA1
transcription from RNA polymerase II promoter	YAL043C_DAMP	PTA1
transcription from RNA polymerase II promoter_GO_30_4	YAL043C_DAMP	PTA1
transcription_GO_30_5	YAL043C_DAMP	PTA1
tRNA processing	YAL043C_DAMP	PTA1
tRNA processing_GO_30_1	YAL043C_DAMP	PTA1
all_queries	YAL046C	AIM1
all_queries_30_82	YAL046C	AIM1
Golgi and ER	YAL046C	AIM1
Golgi and ER_GO_30_9	YAL046C	AIM1
mitochondria and respiration	YAL046C	AIM1
mitochondria and respiration_GO_30_11	YAL046C	AIM1
mitochondrion	YAL046C	AIM1
mitochondrion_GO_30_15	YAL046C	AIM1
all_queries	YAL048C	GEM1
all_queries_30_5	YAL048C	GEM1
endomembrane system	YAL048C	GEM1
endomembrane system_GO_30_3	YAL048C	GEM1
endoplasmic reticulum	YAL048C	GEM1
endoplasmic reticulum_GO_30_12	YAL048C	GEM1
ER	YAL048C	GEM1
ER_GO_30_12	YAL048C	GEM1
Golgi and ER	YAL048C	GEM1
Golgi and ER_GO_30_6	YAL048C	GEM1
mitochondria and respiration	YAL048C	GEM1
mitochondria and respiration_GO_30_8	YAL048C	GEM1
mitochondrial envelope	YAL048C	GEM1
mitochondrial envelope_GO_30_1	YAL048C	GEM1
mitochondrion	YAL048C	GEM1
mitochondrion organization	YAL048C	GEM1
mitochondrion organization_GO_30_1	YAL048C	GEM1
mitochondrion_GO_30_5	YAL048C	GEM1
organelle inheritance	YAL048C	GEM1
organelle inheritance_GO_30_1	YAL048C	GEM1
regulation of organelle organization	YAL048C	GEM1
regulation of organelle organization_GO_30_3	YAL048C	GEM1
all_queries	YAL049C	AIM2
all_queries_30_53	YAL049C	AIM2
all_queries	YAL051W	OAF1
all_queries_30_37	YAL051W	OAF1
chromatin	YAL051W	OAF1
chromatin organization	YAL051W	OAF1
chromatin organization_GO_30_5	YAL051W	OAF1
chromatin_GO_30_6	YAL051W	OAF1
lipid metabolic process	YAL051W	OAF1
lipid metabolic process_GO_30_5	YAL051W	OAF1
lipids	YAL051W	OAF1
lipids_GO_30_6	YAL051W	OAF1
metabolic	YAL051W	OAF1
metabolic_GO_30_6	YAL051W	OAF1
monocarboxylic acid metabolic process	YAL051W	OAF1
monocarboxylic acid metabolic process_GO_30_1	YAL051W	OAF1
nucleic acid binding transcription factor activity	YAL051W	OAF1
nucleic acid binding transcription factor activity_GO_30_1	YAL051W	OAF1
transcription	YAL051W	OAF1
transcription and mRNA processing	YAL051W	OAF1
transcription and mRNA processing_GO_30_7	YAL051W	OAF1
transcription from RNA polymerase II promoter	YAL051W	OAF1
transcription from RNA polymerase II promoter_GO_30_1	YAL051W	OAF1
transcription_GO_30_2	YAL051W	OAF1
all_queries	YAL053W	FLC2
all_queries_30_15	YAL053W	FLC2
cell wall organization or biogenesis	YAL053W	FLC2
cell wall organization or biogenesis_GO_30_1	YAL053W	FLC2
endomembrane system	YAL053W	FLC2
endomembrane system_GO_30_12	YAL053W	FLC2
endoplasmic reticulum	YAL053W	FLC2
endoplasmic reticulum_GO_30_9	YAL053W	FLC2
ER	YAL053W	FLC2
ER_GO_30_9	YAL053W	FLC2
Golgi and ER	YAL053W	FLC2
Golgi and ER_GO_30_16	YAL053W	FLC2
ion transport	YAL053W	FLC2
ion transport_GO_30_1	YAL053W	FLC2
lipid metabolic process	YAL053W	FLC2
lipid metabolic process_GO_30_3	YAL053W	FLC2
lipids	YAL053W	FLC2
lipids_GO_30_3	YAL053W	FLC2
metabolic	YAL053W	FLC2
metabolic_GO_30_15	YAL053W	FLC2
nucleobase-containing compound transport	YAL053W	FLC2
nucleobase-containing compound transport_GO_30_1	YAL053W	FLC2
response to osmotic stress	YAL053W	FLC2
response to osmotic stress_GO_30_1	YAL053W	FLC2
transmembrane transport	YAL053W	FLC2
transmembrane transport_GO_30_3	YAL053W	FLC2
transmembrane transporter activity	YAL053W	FLC2
transmembrane transporter activity_GO_30_1	YAL053W	FLC2
all_queries	YAL054C	ACS1
all_queries_30_23	YAL054C	ACS1
chromatin	YAL054C	ACS1
chromatin organization	YAL054C	ACS1
chromatin organization_GO_30_4	YAL054C	ACS1
chromatin_GO_30_1	YAL054C	ACS1
cofactor metabolic process	YAL054C	ACS1
cofactor metabolic process_GO_30_1	YAL054C	ACS1
generation of precursor metabolites and energy	YAL054C	ACS1
generation of precursor metabolites and energy_GO_30_1	YAL054C	ACS1
histone modification	YAL054C	ACS1
histone modification_GO_30_1	YAL054C	ACS1
metabolic	YAL054C	ACS1
metabolic_GO_30_9	YAL054C	ACS1
mitochondria and respiration	YAL054C	ACS1
mitochondria and respiration_GO_30_3	YAL054C	ACS1
mitochondrion	YAL054C	ACS1
mitochondrion_GO_30_3	YAL054C	ACS1
monocarboxylic acid metabolic process	YAL054C	ACS1
monocarboxylic acid metabolic process_GO_30_3	YAL054C	ACS1
peptidyl-amino acid modification	YAL054C	ACS1
all_queries	YAL055W	PEX22
all_queries_30_52	YAL055W	PEX22
peroxisome	YAL055W	PEX22
peroxisome_GO_30_1	YAL055W	PEX22
peroxisomes	YAL055W	PEX22
peroxisomes_GO_30_1	YAL055W	PEX22
protein modification by small protein conjugation or removal	YAL055W	PEX22
protein modification by small protein conjugation or removal_GO_30_1	YAL055W	PEX22
protein targeting	YAL055W	PEX22
protein targeting_GO_30_2	YAL055W	PEX22
regulation of protein modification process	YAL055W	PEX22
regulation of protein modification process_GO_30_2	YAL055W	PEX22
transmembrane transport	YAL055W	PEX22
transmembrane transport_GO_30_2	YAL055W	PEX22
all_queries	YAL056W	GPB2
all_queries_30_83	YAL056W	GPB2
budding	YAL056W	GPB2
budding_GO_30_1	YAL056W	GPB2
cell cycle	YAL056W	GPB2
cell cycle_GO_30_1	YAL056W	GPB2
invasive growth in response to glucose limitation	YAL056W	GPB2
invasive growth in response to glucose limitation_GO_30_1	YAL056W	GPB2
meiotic cell cycle	YAL056W	GPB2
meiotic cell cycle_GO_30_3	YAL056W	GPB2
mitochondria and respiration	YAL056W	GPB2
mitochondria and respiration_GO_30_5	YAL056W	GPB2
mitochondrion	YAL056W	GPB2
mitochondrion_GO_30_3	YAL056W	GPB2
pseudohyphal growth	YAL056W	GPB2
sporulation	YAL056W	GPB2
sporulation_GO_30_1	YAL056W	GPB2
transcription	YAL056W	GPB2
transcription and mRNA processing	YAL056W	GPB2
transcription and mRNA processing_GO_30_7	YAL056W	GPB2
transcription from RNA polymerase II promoter	YAL056W	GPB2
transcription from RNA polymerase II promoter_GO_30_1	YAL056W	GPB2
transcription_GO_30_2	YAL056W	GPB2
all_queries	YAL058W	CNE1
all_queries_30_65	YAL058W	CNE1
endomembrane system	YAL058W	CNE1
endomembrane system_GO_30_6	YAL058W	CNE1
endoplasmic reticulum	YAL058W	CNE1
endoplasmic reticulum_GO_30_2	YAL058W	CNE1
ER	YAL058W	CNE1
ER_GO_30_2	YAL058W	CNE1
Golgi and ER	YAL058W	CNE1
Golgi and ER_GO_30_10	YAL058W	CNE1
proteolysis involved in cellular protein catabolic process	YAL058W	CNE1
proteolysis involved in cellular protein catabolic process_GO_30_2	YAL058W	CNE1
all_queries	YAL059W	ECM1
all_queries_30_14	YAL059W	ECM1
nuclear transport	YAL059W	ECM1
nuclear transport and organization	YAL059W	ECM1
nuclear transport and organization_GO_30_1	YAL059W	ECM1
nuclear transport_GO_30_1	YAL059W	ECM1
nucleolus	YAL059W	ECM1
nucleolus_GO_30_2	YAL059W	ECM1
ribosomes and translation	YAL059W	ECM1
ribosomes and translation_GO_30_4	YAL059W	ECM1
all_queries	YAL060W	BDH1
