cluster	Gene_uniq	Gene.gene_name
mRNA processing	YBR188C	NTC20
mRNA processing	YBR236C_TSQ78	ABD1
mRNA processing	YCR063W	BUD31
mRNA processing	YDL043C_DAmP	PRP11
mRNA processing	YDL098C_DAMP	SNU23
mRNA processing	YDR088C_TSQ656	SLU7
mRNA processing	YDR159W	SAC3
mRNA processing	YDR163W	CWC15
mRNA processing	YDR228C_TSQ685	PCF11
mRNA processing	YDR228C_TSQ686	PCF11
mRNA processing	YDR243C_TSQ574	PRP28
mRNA processing	YDR289C	RTT103
mRNA processing	YDR378C	LSM6
mRNA processing	YDR482C	CWC21
mRNA processing	YER013W_TSQ237	PRP22
mRNA processing	YER032W	FIR1
mRNA processing	YER112W_DAMP	LSM4
mRNA processing	YER172C_DAMP	BRR2
mRNA processing	YGL043W	DST1
mRNA processing	YGL044C_TSQ652	RNA15
mRNA processing	YGL128C_DAMP	CWC23
mRNA processing	YGL130W_TSQ355	CEG1
mRNA processing	YGL174W	BUD13
mRNA processing	YGL244W	RTF1
mRNA processing	YGR006W_TSQ434	PRP18
mRNA processing	YGR091W_TSQ472	PRP31
mRNA processing	YGR093W	DRN1
mRNA processing	YGR129W	SYF2
mRNA processing	YGR178C	PBP1
mRNA processing	YHR030C	SLT2
mRNA processing	YHR086W	NAM8
mRNA processing	YHR165C	PRP8
mRNA processing	YIL131C	FKH1
mRNA processing	YIR005W	IST3
mRNA processing	YJL203W_TSQ401	PRP21
mRNA processing	YJR050W	ISY1
mRNA processing	YJR084W	YJR084W
mRNA processing	YKL059C_DAMP	MPE1
mRNA processing	YKL074C	MUD2
mRNA processing	YKL139W	CTK1
mRNA processing	YKL149C	DBR1
mRNA processing	YKL173W_TSQ621	SNU114
mRNA processing	YKL208W	CBT1
mRNA processing	YKR086W_TSQ644	PRP16
mRNA processing	YLR016C	PML1
mRNA processing	YLR298C_TSQ840	YHC1
mRNA processing	YLR298C_TSQ844	YHC1
mRNA processing	YLR332W	MID2
mRNA processing	YLR418C	CDC73
mRNA processing	YLR424W_DAMP	SPP382
mRNA processing	YLR438C-A_DAmP	LSM3
mRNA processing	YLR438C-A_DAMP	LSM3
mRNA processing	YML029W	USA1
mRNA processing	YMR125W_DAMP	STO1
mRNA processing	YMR216C	SKY1
mRNA processing	YNL147W	LSM7
mRNA processing	YNL187W	SWT21
mRNA processing	YNL222W_TSQ905	SSU72
mRNA processing	YNL224C	SQS1
mRNA processing	YNL245C_DAMP	CWC25
mRNA processing	YNL251C_DAMP	NRD1
mRNA processing	YNR032C-A	HUB1
mRNA processing	YOR204W_DAMP	DED1
mRNA processing	YOR204W_TSQ561	DED1
mRNA processing	YOR250C_DAMP	CLP1
mRNA processing	YOR308C	SNU66
mRNA processing	YPL178W	CBC2
mRNA processing	YPL184C	MRN1
mRNA processing	YPL213W	LEA1
mRNA processing	YPL228W_TSQ420	CET1
mRNA processing	YPR045C	THP3
mRNA processing	YPR057W	BRR1
mRNA processing	YPR101W	SNT309
mRNA processing	YPR178W_TSQ500	PRP4
mRNA processing	YPR178W_TSQ819	PRP4
regulation of cell cycle	1_YDL155W	CLB3
regulation of cell cycle	1_YDR113C	PDS1
regulation of cell cycle	1_YGR108W	CLB1
regulation of cell cycle	1_YGR109C	CLB6
regulation of cell cycle	1_YPR119W	CLB2
regulation of cell cycle	1_YPR120C	CLB5
regulation of cell cycle	2_YDL155W	CLB3
regulation of cell cycle	2_YDR113C	PDS1
regulation of cell cycle	2_YGR108W	CLB1
regulation of cell cycle	2_YGR109C	CLB6
regulation of cell cycle	2_YPR119W	CLB2
regulation of cell cycle	2_YPR120C	CLB5
regulation of cell cycle	3_YDR113C	PDS1
regulation of cell cycle	4_YDR113C	PDS1
regulation of cell cycle	YAL021C	CCR4
regulation of cell cycle	YAL021C_DAMP	CCR4
regulation of cell cycle	YAL024C	LTE1
regulation of cell cycle	YAL040C	CLN3
regulation of cell cycle	YAL041W_TSQ148	CDC24
regulation of cell cycle	YAL041W_TSQ149	CDC24
regulation of cell cycle	YAL041W_TSQ412	CDC24
regulation of cell cycle	YAR014C	BUD14
regulation of cell cycle	YBL016W	FUS3
regulation of cell cycle	YBL046W	PSY4
regulation of cell cycle	YBL047C	EDE1
regulation of cell cycle	YBL051C	PIN4
regulation of cell cycle	YBL056W	PTC3
regulation of cell cycle	YBR098W	MMS4
regulation of cell cycle	YBR103W	SIF2
regulation of cell cycle	YBR135W_DAmP	CKS1
regulation of cell cycle	YBR158W	AMN1
regulation of cell cycle	YBR160W	CDC28
regulation of cell cycle	YBR160W_TSQ175	CDC28
regulation of cell cycle	YBR175W	SWD3
regulation of cell cycle	YBR186W	PCH2
regulation of cell cycle	YBR274W	CHK1
regulation of cell cycle	YCL024W	KCC4
regulation of cell cycle	YCL061C	MRC1
regulation of cell cycle	YDL017W_TSQ131	CDC7
regulation of cell cycle	YDL017W_TSQ880	CDC7
regulation of cell cycle	YDL028C_TSQ166	MPS1
regulation of cell cycle	YDL028C_TSQ169	MPS1
regulation of cell cycle	YDL074C	BRE1
regulation of cell cycle	YDL089W	NUR1
regulation of cell cycle	YDL101C	DUN1
regulation of cell cycle	YDL127W	PCL2
regulation of cell cycle	YDL134C	PPH21
regulation of cell cycle	YDL156W	CMR1
regulation of cell cycle	YDL188C	PPH22
regulation of cell cycle	YDL194W	SNF3
regulation of cell cycle	YDR014W	RAD61
regulation of cell cycle	YDR052C	DBF4
regulation of cell cycle	YDR052C_TSQ163	DBF4
regulation of cell cycle	YDR075W	PPH3
regulation of cell cycle	YDR099W	BMH2
regulation of cell cycle	YDR113C_TSQ862	PDS1
regulation of cell cycle	YDR130C	FIN1
regulation of cell cycle	YDR155C	CPR1
regulation of cell cycle	YDR168W_TSQ315	CDC37
regulation of cell cycle	YDR168W_TSQ317	CDC37
regulation of cell cycle	YDR207C	UME6
regulation of cell cycle	YDR217C	RAD9
regulation of cell cycle	YDR253C	MET32
regulation of cell cycle	YDR254W	CHL4
regulation of cell cycle	YDR260C	SWM1
regulation of cell cycle	YDR283C	GCN2
regulation of cell cycle	YDR285W	ZIP1
regulation of cell cycle	YDR309C	GIC2
regulation of cell cycle	YDR318W	MCM21
regulation of cell cycle	YDR363W	ESC2
regulation of cell cycle	YDR363W-A	SEM1
regulation of cell cycle	YDR440W	DOT1
regulation of cell cycle	YDR507C	GIN4
regulation of cell cycle	YER016W	BIM1
regulation of cell cycle	YER089C	PTC2
regulation of cell cycle	YER133W_DAMP	GLC7
regulation of cell cycle	YER167W	BCK2
regulation of cell cycle	YER173W	RAD24
regulation of cell cycle	YER177W	BMH1
regulation of cell cycle	YFL033C	RIM15
regulation of cell cycle	YFR003C_DAMP	YPI1
regulation of cell cycle	YFR028C_TSQ416	CDC14
regulation of cell cycle	YGL003C	CDH1
regulation of cell cycle	YGL058W	RAD6
regulation of cell cycle	YGL061C_TSQ239	DUO1
regulation of cell cycle	YGL086W	MAD1
regulation of cell cycle	YGL116W_TSQ368	CDC20
regulation of cell cycle	YGL158W	RCK1
regulation of cell cycle	YGL173C	XRN1
regulation of cell cycle	YGL190C	CDC55
regulation of cell cycle	YGL194C	HOS2
regulation of cell cycle	YGL216W	KIP3
regulation of cell cycle	YGR040W	KSS1
regulation of cell cycle	YGR044C	RME1
regulation of cell cycle	YGR092W	DBF2
regulation of cell cycle	YGR113W_TSQ243	DAM1
regulation of cell cycle	YGR155W	CYS4
regulation of cell cycle	YGR188C	BUB1
regulation of cell cycle	YGR225W	AMA1
regulation of cell cycle	YGR229C	SMI1
regulation of cell cycle	YGR238C	KEL2
regulation of cell cycle	YGR245C_TSQ523	SDA1
regulation of cell cycle	YHL027W	RIM101
regulation of cell cycle	YHR014W	SPO13
regulation of cell cycle	YHR030C	SLT2
regulation of cell cycle	YHR061C	GIC1
regulation of cell cycle	YHR115C	DMA1
regulation of cell cycle	YHR129C	ARP1
regulation of cell cycle	YHR152W	SPO12
regulation of cell cycle	YHR153C	SPO16
regulation of cell cycle	YHR154W	RTT107
regulation of cell cycle	YHR158C	KEL1
regulation of cell cycle	YIL050W	PCL7
regulation of cell cycle	YIL072W	HOP1
regulation of cell cycle	YIL073C	SPO22
regulation of cell cycle	YIL106W_DAMP	MOB1
regulation of cell cycle	YIL112W	HOS4
regulation of cell cycle	YIL131C	FKH1
regulation of cell cycle	YIR025W	MND2
regulation of cell cycle	YJL013C	MAD3
regulation of cell cycle	YJL030W	MAD2
regulation of cell cycle	YJL047C	RTT101
regulation of cell cycle	YJL090C_DAmP	DPB11
regulation of cell cycle	YJL106W	IME2
regulation of cell cycle	YJL168C	SET2
regulation of cell cycle	YJL187C	SWE1
regulation of cell cycle	YJR053W	BFA1
regulation of cell cycle	YJR066W	TOR1
regulation of cell cycle	YJR094C	IME1
regulation of cell cycle	YJR106W	ECM27
regulation of cell cycle	YKL092C	BUD2
regulation of cell cycle	YKL101W	HSL1
regulation of cell cycle	YKL185W	ASH1
regulation of cell cycle	YKL203C_DAMP	TOR2
regulation of cell cycle	YKL203C_TSQ398	TOR2
regulation of cell cycle	YKL203C_TSQ838	TOR2
regulation of cell cycle	YKR029C	SET3
regulation of cell cycle	YKR072C	SIS2
regulation of cell cycle	YLR079W	SIC1
regulation of cell cycle	YLR113W	HOG1
regulation of cell cycle	YLR135W	SLX4
regulation of cell cycle	YLR182W	SWI6
regulation of cell cycle	YLR210W	CLB4
regulation of cell cycle	YLR229C_TSQ29	CDC42
regulation of cell cycle	YLR248W	RCK2
regulation of cell cycle	YLR263W	RED1
regulation of cell cycle	YLR272C_TSQ432	YCS4
regulation of cell cycle	YLR288C	MEC3
regulation of cell cycle	YLR321C_TSQ955	SFH1
regulation of cell cycle	YLR337C	VRP1
regulation of cell cycle	YLR361C	DCR2
regulation of cell cycle	YLR381W	CTF3
regulation of cell cycle	YML028W	TSA1
regulation of cell cycle	YML074C	FPR3
regulation of cell cycle	YML109W	ZDS2
regulation of cell cycle	YMR036C	MIH1
regulation of cell cycle	YMR039C	SUB1
regulation of cell cycle	YMR048W	CSM3
regulation of cell cycle	YMR055C	BUB2
regulation of cell cycle	YMR092C	AIP1
regulation of cell cycle	YMR135C	GID8
regulation of cell cycle	YMR153W	NUP53
regulation of cell cycle	YMR190C	SGS1
regulation of cell cycle	YMR198W	CIK1
regulation of cell cycle	YMR199W	CLN1
regulation of cell cycle	YMR273C	ZDS1
regulation of cell cycle	YMR308C_TSQ683	PSE1
regulation of cell cycle	YNL031C	HHT2
regulation of cell cycle	YNL068C	FKH2
regulation of cell cycle	YNL078W	NIS1
regulation of cell cycle	YNL116W	DMA2
regulation of cell cycle	YNL127W	FAR11
regulation of cell cycle	YNL201C	PSY2
regulation of cell cycle	YNL231C	PDR16
regulation of cell cycle	YNL273W	TOF1
regulation of cell cycle	YNL289W	PCL1
regulation of cell cycle	YNL298W	CLA4
regulation of cell cycle	YNL330C	RPD3
regulation of cell cycle	YOL001W	PHO80
regulation of cell cycle	YOL104C	NDJ1
regulation of cell cycle	YOR014W	RTS1
regulation of cell cycle	YOR026W	BUB3
regulation of cell cycle	YOR178C	GAC1
regulation of cell cycle	YOR195W	SLK19
regulation of cell cycle	YOR233W	KIN4
regulation of cell cycle	YOR244W_TSQ560	ESA1
regulation of cell cycle	YOR351C	MEK1
regulation of cell cycle	YOR368W	RAD17
regulation of cell cycle	YPL014W	YPL014W
regulation of cell cycle	YPL017C	IRC15
regulation of cell cycle	YPL018W	CTF19
regulation of cell cycle	YPL138C	SPP1
regulation of cell cycle	YPL139C	UME1
regulation of cell cycle	YPL194W	DDC1
regulation of cell cycle	YPL200W	CSM4
regulation of cell cycle	YPL256C	CLN2
regulation of cell cycle	YPL269W	KAR9
regulation of cell cycle	YPR075C	OPY2
regulation of cell cycle	YPR141C	KAR3
mitochondrion	YAL008W	FUN14
mitochondrion	YAL010C	MDM10
mitochondrion	YAL011W	SWC3
mitochondrion	YAL015C	NTG1
mitochondrion	YAL019W	FUN30
mitochondrion	YAL029C	MYO4
mitochondrion	YAL046C	AIM1
mitochondrion	YAL048C	GEM1
mitochondrion	YAL054C	ACS1
mitochondrion	YAL056W	GPB2
mitochondrion	YAL062W	GDH3
mitochondrion	YAR002C-A	ERP1
mitochondrion	YAR035W	YAT1
mitochondrion	YBL013W	FMT1
mitochondrion	YBL015W	ACH1
mitochondrion	YBL016W	FUS3
mitochondrion	YBL057C	PTH2
mitochondrion	YBL059W	YBL059W
mitochondrion	YBL064C	PRX1
mitochondrion	YBL088C	TEL1
mitochondrion	YBL095W	MRX3
mitochondrion	YBL098W	BNA4
mitochondrion	YBL107C	MIX23
mitochondrion	YBR001C	NTH2
mitochondrion	YBR024W	SCO2
mitochondrion	YBR026C	ETR1
mitochondrion	YBR037C	SCO1
mitochondrion	YBR044C	TCM62
mitochondrion	YBR047W	FMP23
mitochondrion	YBR054W	YRO2
mitochondrion	YBR056W	YBR056W
mitochondrion	YBR072W	HSP26
mitochondrion	YBR078W	ECM33
mitochondrion	YBR084W	MIS1
mitochondrion	YBR085W	AAC3
mitochondrion	YBR104W	YMC2
mitochondrion	YBR111C	YSA1
mitochondrion	YBR129C	OPY1
mitochondrion	YBR147W	RTC2
mitochondrion	YBR150C	TBS1
mitochondrion	YBR176W	ECM31
mitochondrion	YBR177C	EHT1
mitochondrion	YBR185C	MBA1
mitochondrion	YBR196C_TSQ94	PGI1
mitochondrion	YBR200W	BEM1
mitochondrion	YBR203W	COS111
mitochondrion	YBR221C	PDB1
mitochondrion	YBR227C	MCX1
mitochondrion	YBR229C	ROT2
mitochondrion	YBR230C	OM14
mitochondrion	YBR238C	YBR238C
mitochondrion	YBR244W	GPX2
mitochondrion	YBR262C	MIC12
mitochondrion	YBR263W	SHM1
mitochondrion	YBR265W_TSQ543	TSC10
mitochondrion	YBR269C	SDH8
mitochondrion	YBR291C	CTP1
mitochondrion	YCL004W_DAMP	PGS1
mitochondrion	YCL009C	ILV6
mitochondrion	YCL033C	MXR2
mitochondrion	YCL044C	MGR1
mitochondrion	YCL057W	PRD1
mitochondrion	YCL064C	CHA1
mitochondrion	YCR005C	CIT2
mitochondrion	YCR008W	SAT4
mitochondrion	YCR010C	ADY2
mitochondrion	YCR012W_DAMP	PGK1
mitochondrion	YCR028C-A	RIM1
mitochondrion	YCR032W	BPH1
mitochondrion	YCR079W	PTC6
mitochondrion	YCR083W	TRX3
mitochondrion	YDL003W_TSQ62	MCD1
mitochondrion	YDL015C_DAMP	TSC13
mitochondrion	YDL027C	MRX9
mitochondrion	YDL029W_TSQ886	ARP2
mitochondrion	YDL033C	SLM3
mitochondrion	YDL036C	PUS9
mitochondrion	YDL048C	STP4
mitochondrion	YDL066W	IDP1
mitochondrion	YDL085W	NDE2
mitochondrion	YDL086W	YDL086W
mitochondrion	YDL104C	QRI7
mitochondrion	YDL107W	MSS2
mitochondrion	YDL119C	YDL119C
mitochondrion	YDL120W_DAMP	YFH1
mitochondrion	YDL126C_TSQ208	CDC48
mitochondrion	YDL126C_TSQ209	CDC48
mitochondrion	YDL130W-A	STF1
mitochondrion	YDL140C_DAmP	RPO21
mitochondrion	YDL140C_TSQ804	RPO21
mitochondrion	YDL142C	CRD1
mitochondrion	YDL149W	ATG9
mitochondrion	YDL157C	YDL157C
mitochondrion	YDL168W	SFA1
mitochondrion	YDL171C	GLT1
mitochondrion	YDL174C	DLD1
mitochondrion	YDL178W	DLD2
mitochondrion	YDL181W	INH1
mitochondrion	YDL182W	LYS20
mitochondrion	YDL183C	YDL183C
mitochondrion	YDL203C	ACK1
mitochondrion	YDL215C	GDH2
mitochondrion	YDL217C_TSQ714	TIM22
mitochondrion	YDL222C	FMP45
mitochondrion	YDL230W	PTP1
mitochondrion	YDL240W	LRG1
mitochondrion	YDL248W	COS7
mitochondrion	YDR011W	SNQ2
mitochondrion	YDR019C	GCV1
mitochondrion	YDR031W	MIX14
mitochondrion	YDR032C	PST2
mitochondrion	YDR033W	MRH1
mitochondrion	YDR035W	ARO3
mitochondrion	YDR036C	EHD3
mitochondrion	YDR046C	BAP3
mitochondrion	YDR049W	VMS1
mitochondrion	YDR058C	TGL2
mitochondrion	YDR061W	YDR061W
mitochondrion	YDR069C_DAMP	DOA4
mitochondrion	YDR070C	FMP16
mitochondrion	YDR074W	TPS2
mitochondrion	YDR077W	SED1
mitochondrion	YDR096W	GIS1
mitochondrion	YDR116C	MRPL1
mitochondrion	YDR120C	TRM1
mitochondrion	YDR125C	ECM18
mitochondrion	YDR132C	YDR132C
mitochondrion	YDR148C	KGD2
mitochondrion	YDR150W	NUM1
mitochondrion	YDR155C	CPR1
mitochondrion	YDR178W	SDH4
mitochondrion	YDR185C	UPS3
mitochondrion	YDR191W	HST4
mitochondrion	YDR196C_DAmP	CAB5
mitochondrion	YDR197W	CBS2
mitochondrion	YDR219C	MFB1
mitochondrion	YDR233C	RTN1
mitochondrion	YDR256C	CTA1
mitochondrion	YDR258C	HSP78
mitochondrion	YDR263C	DIN7
mitochondrion	YDR282C	MRX10
mitochondrion	YDR298C	ATP5
mitochondrion	YDR305C	HNT2
mitochondrion	YDR316W	OMS1
mitochondrion	YDR322C-A	TIM11
mitochondrion	YDR326C	YSP2
mitochondrion	YDR332W	IRC3
mitochondrion	YDR375C	BCS1
mitochondrion	YDR384C	ATO3
mitochondrion	YDR393W	SHE9
mitochondrion	YDR419W	RAD30
mitochondrion	YDR430C	CYM1
mitochondrion	YDR438W	THI74
mitochondrion	YDR477W	SNF1
mitochondrion	YDR493W	MZM1
mitochondrion	YDR494W	RSM28
mitochondrion	YDR505C	PSP1
mitochondrion	YDR508C	GNP1
mitochondrion	YDR511W	SDH7
mitochondrion	YDR513W	GRX2
mitochondrion	YDR514C	YDR514C
mitochondrion	YDR538W	PAD1
mitochondrion	YEL006W	YEA6
mitochondrion	YEL024W	RIP1
mitochondrion	YEL030W	ECM10
mitochondrion	YEL030W_DAMP	ECM10
mitochondrion	YEL031W	SPF1
mitochondrion	YEL034W_TSQ736	HYP2
mitochondrion	YEL037C	RAD23
mitochondrion	YEL047C	FRD1
mitochondrion	YEL050C	RML2
mitochondrion	YEL061C	CIN8
mitochondrion	YER004W	FMP52
mitochondrion	YER015W	FAA2
mitochondrion	YER017C	AFG3
mitochondrion	YER019W	ISC1
mitochondrion	YER031C	YPT31
mitochondrion	YER033C	ZRG8
mitochondrion	YER053C	PIC2
mitochondrion	YER061C	CEM1
mitochondrion	YER073W	ALD5
mitochondrion	YER074W	RPS24A
mitochondrion	YER078C	ICP55
mitochondrion	YER080W	AIM9
mitochondrion	YER086W	ILV1
mitochondrion	YER093C-A	AIM11
mitochondrion	YER115C	SPR6
mitochondrion	YER125W_DAmP	RSP5
mitochondrion	YER125W_TSQ465	RSP5
mitochondrion	YER140W	EMP65
mitochondrion	YER153C	PET122
mitochondrion	YER155C	BEM2
mitochondrion	YER164W	CHD1
mitochondrion	YER166W	DNF1
mitochondrion	YER170W	ADK2
mitochondrion	YER178W	PDA1
mitochondrion	YER182W	FMP10
mitochondrion	YER183C	FAU1
mitochondrion	YFL010C	WWM1
mitochondrion	YFL011W	HXT10
mitochondrion	YFL030W	AGX1
mitochondrion	YFL036W	RPO41
mitochondrion	YFL046W	FMP32
mitochondrion	YFR004W_TSQ534	RPN11
mitochondrion	YFR011C	MIC19
mitochondrion	YFR015C	GSY1
mitochondrion	YFR019W	FAB1
mitochondrion	YFR024C-A	LSB3
mitochondrion	YFR033C	QCR6
mitochondrion	YFR044C	DUG1
mitochondrion	YFR045W	YFR045W
mitochondrion	YFR049W	YMR31
mitochondrion	YFR053C	HXK1
mitochondrion	YGL002W	ERP6
mitochondrion	YGL005C	COG7
mitochondrion	YGL008C_DAMP	PMA1
mitochondrion	YGL018C_DAMP	JAC1
mitochondrion	YGL020C	GET1
mitochondrion	YGL023C	PIB2
mitochondrion	YGL057C	GEP7
mitochondrion	YGL059W	PKP2
mitochondrion	YGL063W	PUS2
mitochondrion	YGL080W	MPC1
mitochondrion	YGL085W	LCL3
mitochondrion	YGL104C	VPS73
mitochondrion	YGL125W	MET13
mitochondrion	YGL139W	FLC3
mitochondrion	YGL151W	NUT1
mitochondrion	YGL187C	COX4
mitochondrion	YGL191W	COX13
mitochondrion	YGL195W	GCN1
mitochondrion	YGL197W	MDS3
mitochondrion	YGL209W	MIG2
mitochondrion	YGL210W	YPT32
mitochondrion	YGL211W	NCS6
mitochondrion	YGL221C	NIF3
mitochondrion	YGL225W_DAmP	VRG4
mitochondrion	YGL226W	MTC3
mitochondrion	YGL229C	SAP4
mitochondrion	YGL230C	YGL230C
mitochondrion	YGL236C	MTO1
mitochondrion	YGL249W	ZIP2
mitochondrion	YGL253W	HXK2
mitochondrion	YGL256W	ADH4
mitochondrion	YGR012W	YGR012W
mitochondrion	YGR015C	YGR015C
mitochondrion	YGR021W	YGR021W
mitochondrion	YGR028W	MSP1
mitochondrion	YGR029W_DAMP	ERV1
mitochondrion	YGR031W	IMO32
mitochondrion	YGR033C	TIM21
mitochondrion	YGR049W	SCM4
mitochondrion	YGR052W	FMP48
mitochondrion	YGR084C	MRP13
mitochondrion	YGR086C	PIL1
mitochondrion	YGR091W_TSQ472	PRP31
mitochondrion	YGR096W	TPC1
